"research_id","status_id","date_at","history_note","instant_name","history_id"
1,2,"2013-10-30","Nuevo al 20/12/2013","Nuevo",1
1,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",2
1,3,"2014-12-18","Presento informe al 19/12/2014","En Ejecucion",3
1,3,"2015-03-20","Presento informe al 20/03/2015","En Ejecucion",4
1,4,"2015-06-19","Culminado al 19-06-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5661
2,2,"2013-11-26","Nuevo al 20/12/2013","Nuevo",5
2,3,"2014-09-04","Presento informe al 19/09/2014","En Ejecucion",6
2,3,"2015-09-03","En Ejecucion al 03-09-2015 presento :  -Informe Trimestral","En Ejecucion",8096
2,4,"2016-04-11","Culminado al 11-04-2016 presento :  -Informe final -Articulo cientifico","Culminado",9150
2,3,"2016-09-15","En Ejecucion al 15-09-2016 presento :  -Informe Trimestral","En Ejecucion",8097
3,3,"2014-06-26","Presento informe al 20/06/2014","En Ejecucion",8
3,2,"2014-11-26","Nuevo al 20/12/2013","Nuevo",7
3,3,"2015-12-23","En Ejecucion al 23-12-2015 presento :  -Carta","En Ejecucion",5286
3,4,"2017-01-12","Culminado al 12-01-2017 presento :  -Informe final -Articulo cientifico -CD","Culminado",8504
4,2,"2013-11-26","Nuevo al 20/12/2013","Nuevo",9
4,3,"2014-06-10","Presento informe al 20/06/2014","En Ejecucion",10
4,4,"2015-05-18","Culminado al 18-05-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",8973
4,3,"2015-07-08","Presento informe al 19/06/2015","En Ejecucion",11
5,2,"2014-11-26","Nuevo al 20/12/2013","Nuevo",12
5,3,"2015-02-26","En Ejecucion al 26-02-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",8098
5,3,"2016-09-12","En Ejecucion al 12-09-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",8099
5,4,"2016-12-30","Culminado al 30-12-2016 presento :  -Informe final -Articulo cientifico -CD","Culminado",8728
6,2,"2013-11-29","Nuevo al 20/12/2013","Nuevo",13
6,3,"2015-03-20","Presento informe economico + articulo cientifico + CD-ROM al 20/03/2015","En Ejecucion",14
6,4,"2015-03-20","Culminado al 20-03-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",8095
7,2,"2003-02-13","Nuevo al 21/03/2003","Nuevo",15
7,3,"2003-09-23","Presento Cuarto informe al 20/09/2003","En Ejecucion",16
7,4,"2004-01-20","Culminado al 20-01-2004 presento :  -Articulo cientifico","Culminado",6388
8,2,"2008-03-19","Nuevo al 20/03/2008","Nuevo",17
8,3,"2008-06-19","Presento informe al 20/06/2008","En Ejecucion",18
8,3,"2008-09-19","Presento informe al 20/09/2008","En Ejecucion",19
8,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",20
8,3,"2009-03-19","Presento informe al 20/03/2009","En Ejecucion",21
8,4,"2009-06-19","Presento Articulo Cientifico al 20/06/2009","Culminado",22
9,2,"2011-03-18","Nuevo al 18/03/2011","Nuevo",23
9,3,"2011-06-17","Presento informe al 18/06/2011","En Ejecucion",24
9,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",25
9,3,"2011-12-22","Presento informe al 18/12/2011","En Ejecucion",26
9,4,"2012-03-20","Culminado al 20-03-2012 presento :  -Informe final -Articulo cientifico","Culminado",9070
10,2,"2012-03-22","Nuevo al 20/03/2012","Nuevo",27
10,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",28
10,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",29
10,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",30
10,4,"2013-06-21","Presento informe final + Art. Cient al 21/06/2013","Culminado",31
11,2,"2015-03-19","Nuevo al 20/03/2015","Nuevo",32
11,3,"2015-06-22","Presento informe al 19/06/2015","En Ejecucion",33
11,3,"2015-09-01","En Ejecucion al 01-09-2015 presento :  -Informe Trimestral","En Ejecucion",4711
11,3,"2015-12-18","En Ejecucion al 18-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5259
11,3,"2016-03-31","En Ejecucion al 31-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6322
11,3,"2016-06-27","En Ejecucion al 27-06-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",7605
11,3,"2016-09-28","En Ejecucion al 28-09-2016 presento :  -INFORME N° 002-2016-FCEA-DUI-UNAS.TM.","En Ejecucion",8009
11,4,"2016-09-30","Culminado al 30-09-2016 presento :  -Informe final -Articulo cientifico","Culminado",9067
12,2,"2015-03-19","Nuevo al 20/03/2015","Nuevo",34
12,3,"2015-06-19","Presento informe al 19/06/2015","En Ejecucion",35
12,3,"2015-09-18","En Ejecucion al 18-09-2015 presento :  -Informe Trimestral","En Ejecucion",4717
12,3,"2015-12-18","En Ejecucion al 18-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5254
12,3,"2015-12-27","En Ejecucion al 27-12-2015 presento :  -Informe N° 004-2016-FCEA-DUI-UNAS.TM","En Ejecucion",8380
12,3,"2016-03-29","En Ejecucion al 29-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6328
12,3,"2016-03-30","En Ejecucion al 30-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6308
12,3,"2016-06-27","En Ejecucion al 27-06-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",7438
12,3,"2016-09-28","En Ejecucion al 28-09-2016 presento :  -INFORME N° 002-2016-FCEA-DUI-UNAS.TM.","En Ejecucion",8010
12,3,"2017-03-29","En Ejecucion al 29-03-2017 presento :  -Informe Nro 001-2017-FCEA-DUI-UNAS.TM","En Ejecucion",8550
12,3,"2017-06-30","En Ejecucion al 30-06-2017 presento :  -Informe Trimestral -Carta","En Ejecucion",8666
12,3,"2017-09-30","En Ejecucion al 30-09-2017 presento :  -Informe Trimestral -Carta","En Ejecucion",8782
12,3,"2018-03-28","En Ejecucion al 28-03-2018 presento :  -Informe Trimestral -Carta","En Ejecucion",9207
12,4,"2018-07-10","Culminado al 10-07-2018 presento :  -Informe final","Culminado",9365
13,2,"2015-03-26","Nuevo al 20/03/2015","Nuevo",36
13,3,"2015-06-19","Presento informe al 19/06/2015","En Ejecucion",37
13,3,"2015-09-18","En Ejecucion al 18-09-2015 presento :  -Informe Trimestral","En Ejecucion",4747
13,3,"2015-12-18","En Ejecucion al 18-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5250
13,3,"2016-03-30","En Ejecucion al 30-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6305
13,3,"2016-06-27","En Ejecucion al 27-06-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",7427
13,3,"2016-09-28","En Ejecucion al 28-09-2016 presento :  -INFORME N° 002-2016-FCEA-DUI-UNAS.TM.","En Ejecucion",8011
13,3,"2016-12-27","En Ejecucion al 27-12-2016 presento :  -Informe N° 004-2016-FCEA-DUI-UNAS.TM","En Ejecucion",8381
13,3,"2017-03-29","En Ejecucion al 29-03-2017 presento :  -Informe Nro 001-2017-FCEA-DUI-UNAS.TM Solicita ampliacion de un trimestre","En Ejecucion",8551
13,4,"2017-06-30","Culminado al 30-06-2017 presento :  -Informe final -Articulo cientifico -CD","Culminado",8673
14,4,"2002-06-20","Culminado al 20-06-2002 presento :  -Articulo cientifico","Culminado",4753
15,2,"2001-04-04","Inicio de investigacion","Nuevo",6368
15,4,"2002-07-24","Culminado al 24-07-2002 presento :  -Informe final","Culminado",6369
16,2,"2002-05-21","Nuevo al 21/05/202","Nuevo",4766
16,4,"2004-09-20","Culminado al 20-09-2004 presento :  -Informe final -Articulo cientifico","Culminado",9071
19,3,"2007-03-12","Presento informe al 18/12/2006","En Ejecucion",38
19,3,"2007-03-20","Presento informe al 20/03/2007","En Ejecucion",39
19,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",40
19,4,"2007-09-20","Culminado al 20-09-2007 presento :  -Articulo cientifico","Culminado",6391
19,3,"2007-09-21","Presento Articulo Cientifico al 20/09/2007","En Ejecucion",41
20,2,"2009-05-04","Nuevo al 20/06/2009","Nuevo",42
20,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",43
20,3,"2009-12-22","Presento informe al 20/12/2009","En Ejecucion",44
20,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",45
20,4,"2010-06-22","Presento informe final y Art.cientif.al 21/06/2010","Culminado",46
21,2,"2009-06-15","Nuevo al 20/06/2009","Nuevo",47
21,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",48
21,3,"2009-12-15","Presento informe al 20/12/2009","En Ejecucion",49
21,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",50
21,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",51
21,4,"2010-06-30","Culminado al 30-06-2010 presento :  -Informe final -Articulo cientifico","Culminado",9068
22,2,"2009-06-19","Nuevo al 20/06/2009","Nuevo",52
22,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",53
22,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",54
22,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",55
22,3,"2010-06-21","Presento informe y solicta 1 trimestre de ampl. al 21/06/2010","En Ejecucion",56
22,4,"2010-09-20","Presento Articulo Cientifico al 20/09/2010","Culminado",57
23,2,"2010-07-07","Nuevo al 21/06/2010","Nuevo",58
23,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",59
23,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",60
23,3,"2011-03-18","Presento informe al 18/03/2011","En Ejecucion",61
23,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",62
23,4,"2017-04-24","Culminado al 24-04-2017 presento :  -Informe final -Articulo cientifico -CD","Culminado",8608
24,2,"2011-06-21","Nuevo al 18/06/2011","Nuevo",63
24,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",64
24,3,"2011-12-26","Presento informe al 18/12/2011","En Ejecucion",65
24,3,"2012-03-21","Presento informe al 20/03/2012","En Ejecucion",66
24,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",67
24,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",68
24,4,"2012-12-18","Presento informe final y Art. Cientifico al 18/12/2012","Culminado",69
25,3,"2013-06-18","Presento informe al 21/06/2013","En Ejecucion",70
25,3,"2013-09-21","Presento informe al 20/09/2013","En Ejecucion",71
25,3,"2013-12-16","Presento informe al 20/12/2013","En Ejecucion",72
25,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",73
25,4,"2014-04-01","Presento informe final, articulo cientifico y CD-ROM al 20/06/2014","Culminado",74
26,2,"2013-03-25","Nuevo al 21/06/2013","Nuevo",75
26,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",76
26,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",77
26,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",78
26,3,"2014-09-26","Presento informe al 19/09/2014","En Ejecucion",79
26,3,"2014-12-18","Presento carta  solicita 1 trim de ampliacion al 19/12/2014","En Ejecucion",80
26,4,"2015-03-19","Presento informe final y Art. Cientif. CDROOM  al 20/03/2015","Culminado",81
27,2,"2013-06-19","Nuevo al 21/06/2013","Nuevo",82
27,3,"2013-09-25","Presento informe al 20/09/2013","En Ejecucion",83
27,3,"2013-12-18","Presento informe al 20/12/2013","En Ejecucion",84
27,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",85
27,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",86
27,3,"2014-09-25","Presento informe al 19/09/2014","En Ejecucion",87
27,3,"2014-12-18","Presento Carta solic. 1 trimestre de ampl. p Inf. Final al 19/12/2014","En Ejecucion",88
27,4,"2015-03-20","Presento informe final + articulo cientifico + CD-ROM al 20/03/2015","Culminado",89
28,2,"2014-06-20","Nuevo al 20/06/2014","Nuevo",90
28,3,"2014-09-26","Presento informe al 19/09/2014","En Ejecucion",91
28,3,"2015-03-20","Presento informe al 20/03/2015","En Ejecucion",92
28,3,"2015-06-22","Presento informe y solicita ampliacion de un trimestre al 19/06/2015","En Ejecucion",93
28,4,"2015-09-18","Culminado al 18-09-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",4679
29,2,"2014-06-20","Nuevo al 20/06/2014","Nuevo",94
29,3,"2014-09-22","Presento informe al 19/09/2014","En Ejecucion",95
29,3,"2014-12-17","Presento informe al 19/12/2014","En Ejecucion",96
29,3,"2015-03-18","Presento informe al 20/03/2015","En Ejecucion",97
29,3,"2015-06-20","Presento informe final al 19/06/2015","En Ejecucion",98
29,4,"2015-07-06","Culminado al 06-07-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",4950
30,2,"2002-09-20","Presento nuevo proyecto al 20/09/2002","Nuevo",5164
30,4,"2004-08-02","Culminado al 02-08-2004 presento :  -Informe final -Articulo cientifico","Culminado",5185
31,3,"2007-03-12","Presento informe al 18/12/2006","En Ejecucion",99
31,3,"2007-03-20","Presento informe al 20/03/2007","En Ejecucion",100
31,3,"2007-06-19","Presento informe al 20/06/2007","En Ejecucion",101
31,3,"2007-09-17","Presento informe al 20/09/2007","En Ejecucion",102
31,3,"2007-12-18","Presento A.C. al 20/12/2007","En Ejecucion",103
31,4,"2007-12-18","Culminado al 18-12-2007 presento :  -Articulo cientifico","Culminado",4774
32,2,"2007-09-14","Nuevo al 20/09/2007","Nuevo",104
32,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",105
32,3,"2008-03-24","Presento informe al 20/03/2008","En Ejecucion",106
32,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",107
32,3,"2008-09-22","Presento informe al 20/09/2008","En Ejecucion",108
32,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",109
32,4,"2009-03-23","Presento informe final al 20/03/2009","Culminado",110
33,2,"2008-09-12","Nuevo al 20/09/2008","Nuevo",111
33,3,"2008-12-23","Presento informe al 20/12/2008","En Ejecucion",112
33,3,"2009-03-19","Presento informe al 20/03/2009","En Ejecucion",113
33,3,"2009-06-17","Presento nuevo cronograma de actividades al 20/06/2009","En Ejecucion",114
33,3,"2010-03-29","Presento carta solic. 1 mes presentar informe al 22/03/2010","En Ejecucion",115
33,4,"2010-09-27","Culminado al 27-09-2010 presento :  -Articulo cientifico","Culminado",8094
34,2,"2008-09-24","Nuevo al 20/09/2008","Nuevo",116
34,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",117
34,3,"2009-06-19","Presento informe al 20/06/2009","En Ejecucion",118
34,4,"2009-09-21","Presento informe final + Art. Cient al 20/09/2009","Culminado",119
35,2,"2009-09-16","Nuevo al 20/09/2009","Nuevo",120
35,3,"2009-12-17","Presento informe al 20/12/2009","En Ejecucion",121
35,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",122
35,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",123
35,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",124
35,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",125
35,4,"2011-03-21","Presento informe final y Art. Cientif.al 18/03/2011","Culminado",126
36,2,"2009-09-21","Nuevo al 20/09/2009","Nuevo",127
36,3,"2009-12-18","Presento informe al 20/12/2009","En Ejecucion",128
36,3,"2010-03-22","Presento informe al 22/03/2010","En Ejecucion",129
36,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",130
36,4,"2010-09-20","Culminado al 20-09-2010 presento :  -Informe final -Articulo cientifico","Culminado",9069
36,3,"2010-09-27","No presento informe al 20/09/2010","En Ejecucion",131
37,2,"2010-09-17","Nuevo al 20/09/2010","Nuevo",132
37,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",133
37,3,"2011-03-21","Presento informe al 18/03/2011","En Ejecucion",134
37,4,"2011-06-20","Culminado al 20-06-2011 presento :  -Informe final -Articulo cientifico","Culminado",6371
37,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",135
37,3,"2011-09-20","Presento Art. Cientif. falta informe final al 18/09/2011","En Ejecucion",136
38,2,"2010-09-17","Nuevo al 20/09/2010","Nuevo",137
38,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",138
38,3,"2011-03-18","Presento informe al 18/03/2011","En Ejecucion",139
38,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",140
38,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",141
38,3,"2011-12-22","Presento informe al 18/12/2011","En Ejecucion",142
38,3,"2012-03-16","Presento informe al 20/03/2012","En Ejecucion",143
38,3,"2012-06-18","Presento informe al 20/06/2012","En Ejecucion",144
38,4,"2012-10-09","Presento informe final + CDal 20/09/2012","Culminado",145
39,2,"2010-09-17","Nuevo al 20/09/2010","Nuevo",146
39,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",147
39,3,"2011-03-21","Presento informe al 18/03/2011","En Ejecucion",148
39,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",149
39,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",150
39,4,"2011-12-23","Presento informe final , Art. Cientif.+CD al 18/12/2011","Culminado",151
40,2,"2011-09-22","Nuevo al 18/09/2011","Nuevo",152
40,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",153
40,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",154
40,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",155
40,4,"2013-06-21","Presento informe final + Art. Cient. al 21/06/2013","Culminado",156
41,2,"2013-07-22","Nuevo al 20/09/2013","Nuevo",157
41,3,"2013-12-18","Presento informe al 20/12/2013","En Ejecucion",158
41,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",159
41,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",160
41,3,"2014-09-29","Presento informe al 19/09/2014","En Ejecucion",161
41,3,"2014-12-16","Presento  carta solicitando ampl. al 19/12/2014","En Ejecucion",162
41,4,"2015-03-20","Presento informe final + articulo cientifico + CD-ROM al 20/03/2015","Culminado",163
42,4,"1999-05-29","Culminado al 29-05-1999 presento :  -Articulo cientifico","Culminado",4776
43,4,"2000-05-29","Culminado al 29-05-2000 presento :  -Articulo cientifico","Culminado",4778
44,4,"2001-09-17","Culminado al 17-09-2001 presento :  -Articulo cientifico","Culminado",4789
45,4,"2000-05-29","Culminado al 29-05-2000 presento :  -Articulo cientifico","Culminado",4787
46,4,"2001-09-10","Culminado al 10-09-2001 presento :  -Articulo cientifico","Culminado",4785
47,4,"2000-03-20","Culminado al 20-03-2000 presento :  -Articulo cientifico","Culminado",4783
48,4,"2009-09-12","Culminado al 12-09-2009 presento :  -Articulo cientifico","Culminado",4781
49,2,"2005-12-20","Nuevo","Nuevo",4779
49,4,"2008-12-31","Culminado al 31-12-2008 presento :  -Informe final -Articulo cientifico","Culminado",9072
50,4,"2007-12-20","Culminado al 20-12-2007 presento :  -Articulo cientifico","Culminado",4765
51,2,"2007-03-13","Nuevo al 18/12/2006","Nuevo",164
51,3,"2007-03-23","Presento informe al 20/03/2007","En Ejecucion",165
51,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",166
51,3,"2007-09-21","Presento informe al 20/09/2007","En Ejecucion",167
51,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",168
51,3,"2008-03-24","Presento informe al 20/03/2008","En Ejecucion",169
51,3,"2008-06-23","Presento informe al 20/06/2008","En Ejecucion",170
51,3,"2008-09-22","Presento informe al 20/09/2008","En Ejecucion",171
51,4,"2008-12-29","Presento informe final  al 20/12/2008","Culminado",172
52,2,"2007-03-13","Nuevo al 18/12/2006","Nuevo",173
52,3,"2007-03-20","Presento informe al 20/03/2007","En Ejecucion",174
52,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",175
52,3,"2007-09-20","Presento informe al 20/09/2007","En Ejecucion",176
52,3,"2007-12-26","Presento informe al 20/12/2007","En Ejecucion",177
52,3,"2008-03-19","Presento informe al 20/03/2008","En Ejecucion",178
52,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",179
52,4,"2008-09-22","Presento informe final (CD) al 20/09/2008","Culminado",180
53,2,"2007-03-13","Nuevo al 18/12/2006","Nuevo",181
53,3,"2007-03-20","Presento informe al 20/03/2007","En Ejecucion",182
53,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",183
53,3,"2007-09-21","Presento informe al 20/09/2007","En Ejecucion",184
53,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",185
53,3,"2008-03-24","Presento informe al 20/03/2008","En Ejecucion",186
53,4,"2008-06-20","Presento A.C. al 20/06/2008","Culminado",187
54,2,"2007-12-18","Nuevo al 20/12/2007","Nuevo",188
54,3,"2008-03-24","Presento informe al 20/03/2008","En Ejecucion",189
54,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",190
54,3,"2008-09-18","Presento informe al 20/09/2008","En Ejecucion",191
54,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",192
54,3,"2009-03-17","Presento informe al 20/03/2009","En Ejecucion",193
54,3,"2009-06-19","Presento informe al 20/06/2009","En Ejecucion",194
54,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",195
54,4,"2009-12-21","Presento Articulo Cientifico al 20/12/2009","Culminado",196
55,2,"2009-12-17","Nuevo al 20/12/2009","Nuevo",197
55,3,"2010-03-22","Presento informe al 22/03/2010","En Ejecucion",198
55,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",199
55,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",200
55,3,"2010-12-16","Presento informe al 20/12/2010","En Ejecucion",201
55,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",202
55,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",203
55,4,"2011-12-26","Presento Art.Cientif.falta informe final + CDal 18/12/2011","Culminado",204
56,2,"2011-12-05","Nuevo al 18/12/2011","Nuevo",205
56,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",206
56,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",207
56,3,"2012-12-18","Presento informe final  al 18/12/2012","En Ejecucion",208
56,4,"2013-01-31","Culminado al 31-01-2013 presento :  -Informe final -Articulo cientifico -CD","Culminado",6370
57,2,"2011-12-28","Nuevo al 18/12/2011","Nuevo",209
57,3,"2012-03-20","Presento informe al 20/03/2012","En Ejecucion",210
57,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",211
57,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",212
57,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",213
57,3,"2013-06-20","Presento informe al 21/06/2013","En Ejecucion",214
57,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",215
57,3,"2013-12-17","Presento informe y ampliacion de un trimestre al 20/12/2013","En Ejecucion",216
57,4,"2014-01-17","Presento informe final + Art.Cient. + CD ROM  al 20/03/2014","Culminado",217
58,2,"2012-12-06","Nuevo al 18/12/2012","Nuevo",218
58,3,"2013-06-20","Presento informe al 21/06/2013","En Ejecucion",219
58,3,"2013-09-21","Presento informe al 20/09/2013","En Ejecucion",220
58,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",221
58,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",222
58,3,"2014-06-19","Presento informe al 20/06/2014","En Ejecucion",223
58,4,"2014-09-01","Presento Articulo Cientifico + CD-ROM al 19/12/2014","Culminado",225
58,4,"2014-09-26","Presento informe final . Solicita ampl. p entregar Art. Cientif. al 19/09/2014","Culminado",224
59,2,"2014-11-06","Nuevo al 19/12/2014","Nuevo",226
59,3,"2015-03-20","Presento informe al 20/03/2015","En Ejecucion",227
59,3,"2015-06-19","Presento informe al 19/06/2015","En Ejecucion",228
59,3,"2015-09-21","En Ejecucion al 21-09-2015 presento :  -Informe Trimestral","En Ejecucion",4712
59,3,"2015-12-16","En Ejecucion al 16-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5206
59,3,"2016-03-23","En Ejecucion al 23-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6292
59,4,"2016-06-20","Culminado al 20-06-2016 presento :  -Informe final -Articulo cientifico -CD","Culminado",7226
60,4,"2004-12-20","Presento informe final al 20/09/2004","Culminado",229
61,4,"2011-12-15","Presento informe final + CD al 18/12/2011","Culminado",230
67,3,"2007-03-22","No presento informe al 20/03/2007","En Ejecucion",231
67,3,"2007-06-20","No, presento informe al 20/06/2007. Solicita 90 dias de ampliacion para entregar Articulo Cientifico","En Ejecucion",232
67,4,"2007-09-21","Presento Articulo Cientifico al 20/09/2007","Culminado",233
69,3,"2007-03-09","Presento informe al 18/12/2006","En Ejecucion",235
69,3,"2007-03-22","Presento informe al 20/03/2007","En Ejecucion",236
69,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",237
69,3,"2007-09-21","Presento informe al 20/09/2007","En Ejecucion",238
69,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",239
69,3,"2008-03-19","Presento informe al 20/03/2008","En Ejecucion",240
69,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",241
69,3,"2008-09-22","Presento informe al 20/09/2008","En Ejecucion",242
69,3,"2008-12-23","Presento informe al 20/12/2008","En Ejecucion",243
69,4,"2009-03-20","Presento informe al 20/03/2009","Culminado",244
70,4,"2006-07-20","Culminado al 20-07-2006 presento :  -Informe final -Articulo cientifico","Culminado",9119
70,3,"2007-03-09","Presento informe al 18/12/2006","En Ejecucion",245
70,3,"2007-03-21","Presento informe al 20/03/2007","En Ejecucion",246
70,3,"2007-06-20","Presento Articulo Cientifico al 20/06/2007","En Ejecucion",247
71,2,"2007-03-22","Nuevo al 20/03/2007","Nuevo",248
71,3,"2007-06-21","Presento informe al 20/06/2007","En Ejecucion",249
71,3,"2007-09-21","Presento informe al 20/09/2007","En Ejecucion",251
71,3,"2008-01-02","Presento informe al 20/12/2007","En Ejecucion",252
71,3,"2008-03-19","Presento informe al 20/03/2008","En Ejecucion",253
71,3,"2008-06-19","Presento informe al 20/06/2008","En Ejecucion",254
71,3,"2008-09-18","Presento informe al 20/09/2008","En Ejecucion",255
71,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",256
71,3,"2009-03-19","Presento informe al 20/03/2009","En Ejecucion",257
71,4,"2009-04-30","Culminado al 30-04-2009 presento :  -Informe final -Articulo cientifico","Culminado",9106
71,3,"2009-06-17","Presento informe al 20/06/2009","En Ejecucion",258
71,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",250
72,2,"2008-02-11","Nuevo al 20/03/2008","Nuevo",259
72,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",260
72,3,"2008-09-22","Presento informe al 20/09/2008","En Ejecucion",261
72,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",262
72,3,"2009-03-19","Presento informe al 20/03/2009","En Ejecucion",263
72,3,"2009-06-19","Presento informe al 20/06/2009","En Ejecucion",264
72,3,"2009-09-21","Presento informe al 20/09/2009","En Ejecucion",265
72,3,"2009-12-17","Presento informe al 20/12/2009","En Ejecucion",266
72,3,"2010-04-05","No presento informe al 22/03/2010","En Ejecucion",267
72,4,"2010-06-30","Presento informe final, art. cientif. al 21/06/2010","Culminado",268
73,2,"2008-03-14","Nuevo al 20/03/2008","Nuevo",269
73,3,"2008-06-27","Presento informe al 20/06/2008","En Ejecucion",270
73,3,"2008-09-19","Presento informe al 20/09/2008","En Ejecucion",271
73,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",272
73,4,"2009-03-17","Presento informe  Final al 20/03/2009","Culminado",273
74,2,"2010-03-31","Nuevo al 22/03/2010","Nuevo",274
