"research_id","status_id","date_at","history_note","instant_name","history_id"
1794,3,"2008-06-20","No presento informe al 20/06/2008","En Ejecucion",3957
1795,2,"2008-02-01","Nuevo al 20/03/2008","Nuevo",3958
1795,3,"2008-06-20","No presento informe al 20/06/2008","En Ejecucion",3959
1795,4,"2009-10-12","Culminado al 12-10-2009 presento :  -Informe final","Culminado",6128
1796,2,"2008-02-13","Nuevo al 20/03/2008","Nuevo",3960
1796,4,"2008-06-20","Presento informe al 20/06/2008","Culminado",3961
1797,4,"0011-06-30","Culminado al 30-06-11 presento :  -Informe final","Culminado",5914
1797,2,"2008-03-06","Nuevo al 20/03/2008","Nuevo",3962
1797,3,"2008-06-20","No presento informe al 20/06/2008","En Ejecucion",3963
1798,2,"2008-03-18","Nuevo al 20/03/2008","Nuevo",3964
1798,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",3965
1798,3,"2008-09-19","Presento informe al 20/09/2008","En Ejecucion",3966
1798,3,"2008-12-29","No presento informe al 20/12/2008","En Ejecucion",3967
1799,2,"2008-03-18","Nuevo al 20/03/2008","Nuevo",3968
1799,3,"2008-06-17","Presento informe al 20/06/2008","En Ejecucion",3969
1799,4,"2008-08-08","Culminado al 08-08-2008 presento :  -Informe final -Articulo cientifico -CD","Culminado",4961
1799,3,"2008-09-18","Presento informe al 20/09/2008","En Ejecucion",3970
1799,3,"2008-12-29","No presento informe al 20/12/2008","En Ejecucion",3971
1800,2,"2008-03-18","Nuevo al 20/03/2008","Nuevo",3972
1800,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",3973
1800,3,"2008-09-19","Presento informe al 20/09/2008","En Ejecucion",3974
1800,3,"2008-12-29","No presento informe al 20/12/2008","En Ejecucion",3975
1800,4,"2011-06-30","Culminado al 30-06-2011 presento :  -Informe final -Articulo cientifico -CD","Culminado",5014
1801,2,"2008-03-18","Nuevo al 20/03/2008","Nuevo",3976
1801,3,"2008-06-27","No presento informe al 20/06/2008","En Ejecucion",3977
1801,4,"2010-07-21","Culminado al 21-07-2010 presento :  -Informe final","Culminado",5905
1802,2,"2008-03-19","Nuevo al 20/03/2008","Nuevo",3978
1802,3,"2008-06-27","No presento informe al 20/06/2008","En Ejecucion",3979
1802,3,"2008-09-19","Presento informe al 20/09/2008","En Ejecucion",3980
1802,3,"2008-12-29","No presento informe al 20/12/2008","En Ejecucion",3981
1802,4,"2009-02-02","Culminado al 02-02-2009 presento :  -Informe final -Articulo cientifico","Culminado",5158
1803,2,"2008-03-19","Nuevo al 20/03/2008","Nuevo",3982
1803,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",3983
1803,3,"2008-09-19","Presento informe al 20/09/2008","En Ejecucion",3984
1803,3,"2008-12-29","No presento informe al 20/12/2008","En Ejecucion",3985
1803,4,"2010-07-06","Culminado al 06-07-2010 presento :  -Informe final -Articulo cientifico -CD","Culminado",6297
1804,2,"2008-03-19","Nuevo al 20/03/2008","Nuevo",3986
1804,3,"2008-06-20","No presento informe al 20/06/2008","En Ejecucion",3987
1804,4,"2009-03-30","Culminado al 30-03-2009 presento :  -Informe final -Articulo cientifico","Culminado",5145
1805,2,"2008-03-19","Nuevo al 20/03/2008","Nuevo",3988
1805,3,"2008-06-20","No presento informe al 20/06/2008","En Ejecucion",3989
1807,2,"2008-03-26","Nuevo al 20/03/2008","Nuevo",3994
1807,3,"2008-06-20","No presento informe al 20/06/2008","En Ejecucion",3995
1808,2,"2009-01-21","Nuevo al 20/03/2009","Nuevo",3996
1808,4,"2010-05-06","Culminado al 06-05-2010 presento :  -Informe final","Culminado",5887
1809,2,"2009-03-10","Nuevo al 20/03/2009","Nuevo",3997
1809,3,"2009-07-02","Presento carta para presentar informe el 6/7/09  ","En Ejecucion",3998
1809,4,"2009-11-03","Culminado al 03-11-2009 presento :  -Informe final","Culminado",5910
1810,2,"2009-03-10","Nuevo al 20/03/2009","Nuevo",3999
1810,3,"2009-07-01","No presento informe al 20/06/2009","En Ejecucion",4000
1811,2,"2009-03-16","Nuevo al 20/03/2009","Nuevo",4001
1811,3,"2009-07-01","No presento informe al 20/06/2009","En Ejecucion",4002
1811,4,"2015-12-29","Culminado al 29-12-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5591
1812,2,"2009-03-16","Nuevo al 20/03/2009","Nuevo",4003
1812,3,"2009-07-01","No presento informe al 20/06/2009","En Ejecucion",4004
1813,2,"2009-03-16","Nuevo al 20/03/2009","Nuevo",4005
1813,3,"2009-07-01","No presento informe al 20/06/2009","En Ejecucion",4006
1813,4,"2011-06-30","Culminado al 30-06-2011 presento :  -Informe final","Culminado",5942
1814,2,"2009-05-04","Nuevo al 20/06/2009","Nuevo",4007
1814,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",4008
1814,3,"2009-12-28","Presento informe al 20/12/2009","En Ejecucion",4009
1814,3,"2010-03-29","No presento informe al 22/03/2010","En Ejecucion",4010
1814,4,"2012-03-31","Culminado al 31-03-2012 presento :  -Informe final","Culminado",5980
1815,2,"2010-01-20","Nuevo al 20/12/2009","Nuevo",4011
1815,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",4012
1815,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",4013
1815,4,"2011-06-30","Culminado al 30-06-2011 presento :  -Informe final","Culminado",5941
1816,2,"2010-03-19","Nuevo al 22/03/2010","Nuevo",4014
1816,4,"2011-08-23","Culminado al 23-08-2011 presento :  -Informe final","Culminado",5928
1817,2,"2010-03-19","Nuevo al 22/03/2010","Nuevo",4015
1817,3,"2010-06-30","No presento informe al 21/06/2010","En Ejecucion",4016
1818,2,"2010-04-13","Nuevo al 22/03/2010","Nuevo",4017
1818,3,"2010-06-22","Presento informe al 21/06/2010","En Ejecucion",4018
1818,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",4019
1818,4,"2011-06-15","Culminado al 15-06-2011 presento :  -Informe final","Culminado",5927
1819,2,"2010-01-20","Nuevo al 20/12/2009","Nuevo",4020
1819,3,"2010-04-28","Presento informe al 22/03/2010","En Ejecucion",4021
1819,3,"2010-06-22","Presento informe al 21/06/2010","En Ejecucion",4022
1819,4,"2011-06-30","Culminado al 30-06-2011 presento :  -Informe final","Culminado",5912
1820,2,"2011-03-18","Nuevo al 18/03/2011","Nuevo",4023
1820,4,"2012-07-25","Culminado al 25-07-2012 presento :  -Informe final","Culminado",5992
1821,2,"2011-03-18","Nuevo al 18/03/2011","Nuevo",4024
1821,4,"2012-12-07","Culminado al 07-12-2012 presento :  -Informe final","Culminado",6017
1822,2,"2011-03-18","Nuevo al 18/03/2011","Nuevo",4025
1823,2,"2011-03-21","Nuevo al 18/03/2011","Nuevo",4026
1823,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",4027
1823,4,"2013-01-03","Culminado al 03-01-2013 presento :  -Informe final","Culminado",5919
1824,2,"2011-04-13","Nuevo al 18/03/2011","Nuevo",4028
1824,3,"2011-07-05","Presento informe al 18/06/2011","En Ejecucion",4029
1824,3,"2011-09-21","Presento informe al 18/09/2011","En Ejecucion",4030
1824,4,"2012-05-31","Culminado al 31-05-2012 presento :  -Informe final","Culminado",5961
1825,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",4031
1826,2,"2012-03-16","Nuevo al 20/03/2012","Nuevo",4032
1826,4,"2014-11-13","Culminado al 13-11-2014 presento :  -Informe final","Culminado",6079
1827,2,"2012-03-16","Nuevo al 20/03/2012","Nuevo",4033
1828,3,"2012-09-19","Presento informe al 20/09/2012","En Ejecucion",4035
1828,3,"2012-12-17","Presento informe al 18/12/2012","En Ejecucion",4036
1828,2,"2013-06-01","Nuevo Proyecto de Tesis al 20/03/2012","Nuevo",4034
1828,4,"2014-07-07","Culminado al 07-07-2014 presento :  -Informe final","Culminado",6059
1829,2,"2012-03-26","Nuevo al 20/03/2012","Nuevo",4037
1829,4,"2016-02-10","Culminado al 10-02-2016 presento :  -Informe final -Articulo cientifico -CD","Culminado",8346
1830,2,"2012-04-02","Nuevo al 20/03/2012","Nuevo",4038
1830,4,"2014-06-25","Culminado al 25-06-2014 presento :  -Informe final -Articulo cientifico","Culminado",5073
1831,2,"2012-04-13","Nuevo al 20/03/2012","Nuevo",4039
1832,2,"2012-04-13","Nuevo al 20/03/2012","Nuevo",4040
1832,4,"2014-08-08","Culminado al 08-08-2014 presento :  -Informe final","Culminado",6060
1833,3,"2012-07-16","Presento informe al 20/06/2012","En Ejecucion",4041
1833,3,"2012-09-21","Presento informe al 20/09/2012","En Ejecucion",4042
1833,3,"2012-12-27","Presento informe al 18/12/2012","En Ejecucion",4043
1833,4,"2015-07-17","Culminado al 17-07-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5479
1834,2,"2012-04-17","Nuevo al 20/03/2012","Nuevo",4044
1835,2,"2012-04-19","Nuevo al 20/03/2012","Nuevo",4045
1835,4,"2014-05-29","Culminado al 29-05-2014 presento :  -Informe final -Articulo cientifico","Culminado",5071
1836,2,"2013-01-22","Nuevo Proyecto de Tesis al 21/03/2013","Nuevo",4046
1836,4,"2014-11-04","Culminado al 04-11-2014 presento :  -Informe final","Culminado",6076
1837,2,"2013-01-22","Nuevo Proyecto de Tesis al 21/03/2013","Nuevo",4047
1837,3,"2013-07-25","Presento informe al 21/06/2013","En Ejecucion",4048
1837,3,"2013-09-21","Presento informe al 20/09/2013","En Ejecucion",4049
1837,4,"2014-12-12","Culminado al 12-12-2014 presento :  -Informe final","Culminado",6082
1838,2,"2013-02-21","Nuevo Proyecto de Tesis al 21/03/2013","Nuevo",4050
1838,6,"2015-09-07","Anulado al 07-09-2015","Anulado",4703
1839,2,"2013-02-20","Nuevo Proyecto de Tesis al 21/03/2013","Nuevo",4051
1839,3,"2013-06-20","Presento informe al 21/06/2013","En Ejecucion",4052
1840,2,"2014-01-21","Nuevo al 20/03/2014","Nuevo",4053
1840,4,"2015-01-13","Culminado al 13-01-2015 presento :  -Informe final","Culminado",6096
1841,2,"2014-02-14","Nuevo al 20/03/2014","Nuevo",4054
1842,2,"2014-01-28","Nuevo al 20/03/2014","Nuevo",4055
1843,2,"2014-03-11","Nuevo al 20/03/2014","Nuevo",4056
1844,2,"2014-03-11","Nuevo al 20/03/2014","Nuevo",4057
1845,2,"2014-03-11","Nuevo al 20/03/2014","Nuevo",4058
1845,4,"2015-10-09","Culminado al 09-10-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5509
1846,2,"2014-03-11","Nuevo al 20/03/2014","Nuevo",4059
1846,4,"2015-12-29","Culminado al 29-12-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5538
1847,2,"2014-03-11","Nuevo al 20/03/2014","Nuevo",4060
1848,2,"2014-03-11","Nuevo al 20/03/2014","Nuevo",4061
1849,2,"2014-03-21","Nuevo al 20/03/2014","Nuevo",4062
1849,4,"2016-07-14","Culminado al 14-07-2016 presento :  -Informe final","Culminado",7648
1850,2,"2014-03-11","Nuevo al 20/03/2014","Nuevo",4063
1851,2,"2015-04-01","Nuevo al 20/03/2015","Nuevo",4064
1852,2,"2003-06-17","Nuevo Proyecto de Tesis al 20/06/2006","Nuevo",4065
1852,4,"2006-06-06","Culminado al 06-06-2006 presento :  -Informe final -Articulo cientifico","Culminado",4981
1853,2,"2005-05-03","Nuevo al 19/02/2005","Nuevo",5908
1853,4,"2009-07-06","Culminado al 06-07-2009 presento :  -Informe final","Culminado",5909
1854,2,"2006-08-14","Nuevo Proyecto de Tesis al 20/09/2006","Nuevo",4927
1854,4,"2007-10-05","Culminado al 05-10-2007 presento :  -Informe final -Articulo cientifico -CD","Culminado",4928
1855,2,"2006-04-04","Nuevo Proyecto de Tesis al 20/06/2006","Nuevo",4066
1856,2,"2006-06-28","Nuevo Proyecto de Tesis al 20/06/2006","Nuevo",4067
1856,4,"2007-06-28","Culminado al 28-06-2007 presento :  -Informe final -Articulo cientifico","Culminado",4990
1857,3,"2007-03-12","No presento informe al 18/12/2006","En Ejecucion",4068
1857,4,"2008-04-25","Culminado al 25-04-2008 presento :  -Informe final -Articulo cientifico -CD","Culminado",4934
1858,3,"2007-03-12","Presento informe al 18/12/2006","En Ejecucion",4069
1858,4,"2009-02-01","Culminado al 01-02-2009 presento :  -Informe final -Articulo cientifico","Culminado",5169
1859,2,"2008-05-06","Nuevo al 20/06/2008","Nuevo",4070
1859,3,"2008-09-25","No presento informe al 20/09/2008","En Ejecucion",4071
1860,2,"2008-05-06","Nuevo al 20/06/2008","Nuevo",4072
1860,3,"2008-09-18","Presento informe al 20/09/2008","En Ejecucion",4073
1860,3,"2008-12-29","Presento informe al 20/12/2008","En Ejecucion",4074
1860,4,"2009-08-17","Culminado al 17-08-2009 presento :  -Informe final","Culminado",7946
1861,2,"2008-05-06","Nuevo al 20/06/2008","Nuevo",4075
1861,3,"2008-09-25","No presento informe al 20/09/2008","En Ejecucion",4076
1861,4,"2009-03-30","Culminado al 30-03-2009 presento :  -Informe final -Articulo cientifico","Culminado",5149
1862,2,"2008-05-06","Nuevo al 20/06/2008","Nuevo",4077
1862,4,"2009-11-03","Culminado al 03-11-2009 presento :  -Informe final","Culminado",5900
1863,2,"2008-05-12","Nuevo al 20/06/2008","Nuevo",4078
1863,4,"2008-08-08","Culminado al 08-08-2008 presento :  -Informe final -Articulo cientifico -CD","Culminado",4952
1863,3,"2008-09-25","No presento informe al 20/09/2008","En Ejecucion",4079
1864,2,"2008-06-17","Nuevo al 20/06/2008","Nuevo",4080
1865,2,"2008-06-17","Nuevo al 20/06/2008","Nuevo",4081
1865,3,"2008-09-25","No presento informe al 20/09/2008","En Ejecucion",4082
1865,4,"2009-02-02","Culminado al 02-02-2009 presento :  -Informe final -Articulo cientifico","Culminado",5166
1866,2,"2008-06-17","Nuevo al 20/06/2008","Nuevo",4083
1866,3,"2008-09-19","Presento informe al 20/09/2008","En Ejecucion",4084
1866,4,"2009-02-03","Culminado al 03-02-2009 presento :  -Informe final -Articulo cientifico","Culminado",5170
1867,2,"2008-06-17","Nuevo al 20/06/2008","Nuevo",4085
1867,3,"2008-09-25","No presento informe al 20/09/2008","En Ejecucion",4086
1867,4,"2012-03-31","Culminado al 31-03-2012 presento :  -Informe final","Culminado",5987
1868,2,"2008-06-18","Nuevo al 20/06/2008","Nuevo",4087
1868,4,"2015-07-17","Culminado al 17-07-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5480
1869,2,"2008-06-18","Nuevo al 20/06/2008","Nuevo",4088
1869,3,"2008-09-18","Presento informe al 20/09/2008","En Ejecucion",4089
1869,3,"2009-01-08","Presento informe al 20/12/2008","En Ejecucion",4090
1870,2,"2008-06-18","Nuevo al 20/06/2008","Nuevo",4091
1870,3,"2008-09-25","No presento informe al 20/09/2008","En Ejecucion",4092
1871,2,"2008-06-18","Nuevo al 20/06/2008","Nuevo",4093
1871,4,"2012-12-19","Culminado al 19-12-2012 presento :  -Informe final","Culminado",5965
1872,2,"2008-07-01","Nuevo al 20/06/2008","Nuevo",4094
1872,3,"2008-09-22","Presento informe al 20/09/2008","En Ejecucion",4095
1872,3,"2008-12-29","No presento informe al 20/12/2008","En Ejecucion",4096
1872,4,"2010-05-06","Culminado al 06-05-2010 presento :  -Informe final","Culminado",5891
1873,2,"2009-06-15","Nuevo al 20/06/2009","Nuevo",4097
1873,3,"2009-09-25","No presento informe al 20/09/2009","En Ejecucion",4098
1873,4,"2011-08-07","Culminado al 07-08-2011 presento :  -Informe final","Culminado",5921
1874,2,"2009-07-01","Nuevo al 20/03/2009","Nuevo",4099
1874,3,"2009-07-30","Presento informe al 20/06/2009","En Ejecucion",4100
1874,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",4101
1874,4,"2010-06-04","Culminado al 04-06-2010 presento :  -Informe final","Culminado",5907
1875,2,"2009-06-15","Nuevo al 20/06/2009","Nuevo",4102
1875,3,"2009-09-25","No presento informe al 20/09/2009","En Ejecucion",4103
1875,4,"2013-07-16","Culminado al 16-07-2013 presento :  -Informe final","Culminado",6026
1876,2,"2009-06-15","Nuevo al 20/06/2009","Nuevo",4104
1876,4,"2009-08-18","Culminado al 18-08-2009 presento :  -Informe final","Culminado",6115
1876,3,"2009-09-25","No presento informe al 20/09/2009","En Ejecucion",4105
1877,2,"2009-06-15","Nuevo al 20/06/2009","Nuevo",4106
1877,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",4107
1877,4,"2012-03-31","Culminado al 31-03-2012 presento :  -Informe final","Culminado",5966
1878,2,"2009-06-15","Nuevo al 20/06/2009","Nuevo",4108
1878,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",4109
1878,3,"2009-12-18","Presento informe al 20/12/2009","En Ejecucion",4110
1878,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",4111
1878,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",4112
1878,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",4113
1878,4,"2012-03-31","Culminado al 31-03-2012 presento :  -Informe final -Articulo cientifico","Culminado",5019
1879,2,"2009-06-15","Nuevo al 20/06/2009","Nuevo",4114
1879,3,"2009-09-25","No presento informe al 20/09/2009","En Ejecucion",4115
1880,2,"2009-06-30","Nuevo al 20/06/2009","Nuevo",4116
1880,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",4117
1880,3,"2009-12-22","Presento informe al 20/12/2009","En Ejecucion",4118
1880,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",4119
1880,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",4120
1880,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",4121
1880,4,"2013-06-10","Culminado al 10-06-2013 presento :  -Informe final -Articulo cientifico","Culminado",5049
1881,2,"2009-07-01","Nuevo al 20/06/2009","Nuevo",4122
1881,3,"2009-09-25","No presento informe al 20/09/2009","En Ejecucion",4123
1881,4,"2010-06-04","Culminado al 04-06-2010 presento :  -Informe final","Culminado",5886
1882,2,"2010-07-06","Nuevo al 21/06/2010","Nuevo",4124
1882,3,"2010-09-24","No presento informe al 20/09/2010","En Ejecucion",4125
1883,2,"2010-07-06","Nuevo al 21/06/2010","Nuevo",4126
1883,3,"2010-10-04","Presento informe al 20/09/2010","En Ejecucion",4127
1883,3,"2010-12-29","Presento informe al 20/12/2010","En Ejecucion",4128
1883,3,"2011-03-21","Presento informe al 18/03/2011","En Ejecucion",4129
1884,2,"2011-06-08","Nuevo al 18/06/2011","Nuevo",4130
1884,4,"2012-12-07","Culminado al 07-12-2012 presento :  -Informe final","Culminado",5999
1885,2,"2011-06-08","Nuevo al 18/06/2011","Nuevo",4131
1885,4,"2014-11-13","Culminado al 13-11-2014 presento :  -Informe final","Culminado",6089
1886,2,"2011-06-08","Nuevo al 18/06/2011","Nuevo",4132
1886,4,"2014-11-04","Culminado al 04-11-2014 presento :  -Informe final -Articulo cientifico","Culminado",5081
1887,2,"2011-06-08","Nuevo al 18/06/2011","Nuevo",4133
1887,4,"2013-10-22","Culminado al 22-10-2013 presento :  -Informe final","Culminado",6030
1888,2,"2011-06-08","Nuevo al 18/06/2011","Nuevo",4134
1888,4,"2013-01-31","Culminado al 31-01-2013 presento :  -Informe final -Articulo cientifico","Culminado",5037
1889,2,"2011-06-08","Nuevo al 18/06/2011","Nuevo",4135
1889,4,"2013-11-15","Culminado al 15-11-2013 presento :  -Informe final","Culminado",6033
1890,2,"2011-06-08","Nuevo al 18/06/2011","Nuevo",4136
1891,2,"2011-06-14","Nuevo al 18/06/2011","Nuevo",4137
1891,4,"2013-05-10","Culminado al 10-05-2013 presento :  -Informe final","Culminado",5973
1892,2,"2011-06-14","Nuevo al 18/06/2011","Nuevo",4138
1892,4,"2013-11-15","Culminado al 15-11-2013 presento :  -Informe final","Culminado",6032
1893,2,"2011-06-14","Nuevo al 18/06/2011","Nuevo",4139
1893,4,"2014-11-13","Culminado al 13-11-2014 presento :  -Informe final","Culminado",6077
1894,2,"2011-06-17","Nuevo al 18/06/2011","Nuevo",4140
1894,3,"2011-09-21","Presento informe al 18/09/2011","En Ejecucion",4141
1894,3,"2011-12-28","Presento informe al 18/12/2011","En Ejecucion",4142
1894,4,"2012-03-31","Culminado al 31-03-2012 presento :  -Informe final","Culminado",6155
1895,2,"2011-07-11","Nuevo al 18/06/2011","Nuevo",4143
1895,4,"2012-12-19","Culminado al 19-12-2012 presento :  -Informe final","Culminado",6022
1896,2,"2011-07-11","Nuevo al 18/06/2011","Nuevo",4144
1897,2,"2011-09-26","Nuevo al 18/09/2011","Nuevo",4145
1898,2,"2012-05-02","Nuevo Proyecto de Tesis al 20/06/2012","Nuevo",4146
1898,4,"2015-07-17","Culminado al 17-07-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",4848
1899,3,"2012-10-13","Presento informe al 20/09/2012","En Ejecucion",4148
1899,3,"2012-12-17","Presento informe al 18/12/2012","En Ejecucion",4149
1899,2,"2013-06-01","Nuevo Proyecto de Tesis al 20/03/2012","Nuevo",4147
1900,2,"2012-05-03","Nuevo al 20/06/2012","Nuevo",4150
1900,4,"2014-07-07","Culminado al 07-07-2014 presento :  -Informe final","Culminado",6058
1901,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",4151
1901,4,"2014-04-28","Culminado al 28-04-2014 presento :  -Informe final","Culminado",6049
1902,2,"2012-06-21","Nuevo al 20/06/2012","Nuevo",4152
1903,2,"2012-07-27","Nuevo al 20/06/2012","Nuevo",4153
1904,2,"2013-03-27","Nuevo Proyecto de Tesis al 21/06/2013","Nuevo",4154
1904,4,"2014-09-17","Culminado al 17-09-2014 presento :  -Informe final","Culminado",6071
1905,2,"2013-04-12","Nuevo al 21/06/2013","Nuevo",4155
1905,4,"2016-02-10","Culminado al 10-02-2016 presento :  -Informe final","Culminado",6141
1906,2,"2013-05-09","Nuevo al 21/06/2013","Nuevo",4156
1906,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",4157
1906,3,"2013-12-20","Presento informe al 20/12/2013","En Ejecucion",4158
1906,4,"2015-01-13","Culminado al 13-01-2015 presento :  -Informe final","Culminado",6095
1907,2,"2013-04-12","Nuevo al 21/06/2013","Nuevo",4159
1908,2,"2013-04-12","Nuevo al 21/06/2013","Nuevo",4160
1908,4,"2016-07-14","Culminado al 14-07-2016 presento :  -Informe final -Articulo cientifico","Culminado",7647
1909,2,"2013-05-03","Nuevo al 21/06/2013","Nuevo",4161
1909,4,"2014-08-08","Culminado al 08-08-2014 presento :  -Informe final","Culminado",6066
1910,2,"2013-04-22","Nuevo al 21/06/2013","Nuevo",4162
1911,2,"2013-04-22","Nuevo al 21/06/2013","Nuevo",4163
1912,2,"2013-05-03","Nuevo al 21/06/2013","Nuevo",4164
1912,4,"2015-10-09","Culminado al 09-10-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5510
1913,2,"2013-05-09","Nuevo al 21/06/2013","Nuevo",4165
1913,4,"2014-11-04","Culminado al 04-11-2014 presento :  -Informe final","Culminado",6075
1914,2,"2013-04-15","Nuevo al 21/06/2013","Nuevo",4166
1915,2,"2013-04-10","Nuevo al 21/06/2013","Nuevo",4167
1915,3,"2013-10-14","Presento informe al 20/09/2013","En Ejecucion",4168
1915,3,"2013-12-13","Presento informe al 20/12/2013","En Ejecucion",4169
1915,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",4170
1915,3,"2014-04-07","Presento informe al 20/06/2014","En Ejecucion",4171
1915,4,"2015-12-29","Culminado al 29-12-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5508
1916,2,"2013-04-12","Nuevo al 21/06/2013","Nuevo",4172
1916,3,"2013-10-24","Presento informe al 20/09/2013","En Ejecucion",4173
1916,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",4174
1917,2,"2013-04-29","Nuevo al 21/06/2013","Nuevo",4175
1917,3,"2013-09-26","Presento informe al 20/09/2013","En Ejecucion",4176
1917,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",4177
1917,4,"2014-11-13","Culminado al 13-11-2014 presento :  -Informe final","Culminado",6080
1918,2,"2013-04-29","Nuevo al 21/06/2013","Nuevo",4178
1919,2,"2013-04-22","Nuevo al 21/06/2013","Nuevo",4179
1920,2,"2013-04-22","Nuevo al 21/06/2013","Nuevo",4180
1920,4,"2014-05-29","Culminado al 29-05-2014 presento :  -Informe final","Culminado",6050
1921,2,"2013-04-29","Nuevo al 21/06/2013","Nuevo",4181
1921,4,"2014-11-13","Culminado al 13-11-2014 presento :  -Informe final -Articulo cientifico","Culminado",5097
1922,2,"2013-04-12","Nuevo al 21/06/2013","Nuevo",4182
1923,2,"2013-05-03","Nuevo al 21/06/2013","Nuevo",4183
1924,2,"2013-05-03","Nuevo al 21/06/2013","Nuevo",4184
1924,4,"2014-11-04","Culminado al 04-11-2014 presento :  -Informe final -Articulo cientifico","Culminado",5080
1925,2,"2013-05-03","Nuevo al 21/06/2013","Nuevo",4185
1926,2,"2013-05-03","Nuevo al 21/06/2013","Nuevo",4186
1926,4,"2015-07-17","Culminado al 17-07-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",4854
1927,2,"2013-05-22","Nuevo al 21/06/2013","Nuevo",4187
1927,4,"2015-12-29","Culminado al 29-12-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",5539
1928,2,"2013-05-22","Nuevo proyecto de tesis al 21/06/2013","Nuevo",4188
1928,4,"2015-01-13","Culminado al 13-01-2015 presento :  -Informe final","Culminado",6094
1929,2,"2013-05-23","Nuevo Proyecto de Tesis al 21/06/2013","Nuevo",4189
1929,6,"2019-02-20","Anulado al 15-02-2019. Resolucion N° 57-19-D-FRNR-UNAS","Anulado",9575
1930,2,"2013-05-24","Nuevo Proyecto de Tesis al 21/06/2013","Nuevo",4190
1931,2,"2013-05-22","Nuevo Proyecto de Tesis al 21/06/2013","Nuevo",4191
1931,4,"2014-07-07","Culminado al 07-07-2014 presento :  -Informe final","Culminado",6057
1932,2,"2013-05-22","Nuevo Proyecto de Tesis al 21/06/2013","Nuevo",4192
1932,3,"2013-09-23","Presento informe al 20/09/2013","En Ejecucion",4193
1933,2,"2013-06-07","Nuevo al 21/06/2013","Nuevo",4194
1934,2,"2013-06-07","Nuevo al 21/06/2013","Nuevo",4195
1935,2,"2013-06-07","Nuevo al 21/06/2013","Nuevo",4196
1936,2,"2013-06-07","Nuevo al 21/06/2013","Nuevo",4197
1937,2,"2013-06-07","Nuevo al 21/06/2013","Nuevo",4198
1938,2,"2013-06-14","Nuevo al 21/06/2013","Nuevo",4199
1938,4,"2014-11-04","Culminado al 04-11-2014 presento :  -Informe final -Articulo cientifico","Culminado",5079
1939,2,"2013-06-14","Nuevo al 21/06/2013","Nuevo",4200
1939,4,"2014-09-03","Culminado al 03-09-2014 presento :  -Informe final","Culminado",6074
1940,2,"2013-06-14","Nuevo al 21/06/2013","Nuevo",4201
1940,4,"2015-01-13","Culminado al 13-01-2015 presento :  -Informe final","Culminado",6097
1941,2,"2014-05-16","Nuevo al 20/06/2014","Nuevo",4202
1942,2,"2014-05-16","Nuevo al 20/06/2014","Nuevo",4203
1943,2,"1996-06-20","Nuevo Proyecto de Tesis al 20/09/2006","Nuevo",4875
1943,4,"1999-01-11","Culminado al 11-01-1999 presento :  -Informe final","Culminado",4876
1944,2,"1997-06-20","Nuevo Proyecto de Tesis al 20/09/2006","Nuevo",4883
1944,4,"1999-01-11","Culminado al 11-01-1999 presento :  -Informe final","Culminado",4884
1945,2,"2002-07-03","Nuevo Proyecto de Tesis al 20/09/2006","Nuevo",5172
1945,4,"2009-02-04","Culminado al 04-02-2009 presento :  -Informe final -Articulo cientifico","Culminado",5173
