"type","type_name","name","date","research_id"
2,"Articulo cientifico","Modelo de Sucesion Ecologica en los Bosques Fragmentados de la Cordillera Carpish, Huanuco - Peru","5300-09-06",2
NULL,NULL,"Determinacion de las propiedades termofisicas del mucilago del Cacao (Theobroma cacao L) variedad CCN51 a diferentes temperaturas.","2021-07-01",5327
NULL,NULL,"Determinacion de las propiedades termofisicas del mucilago del Cacao (Theobroma cacao L) variedad CCN51 a diferentes temperaturas","2021-07-01",5370
NULL,NULL,"Propiedades Termogravimetricas y Electricas de los Suelos Aluviales del Alto Huallaga - Peru","2021-07-01",5376
NULL,NULL,"Indicadores para evaluar la Sustentabilidad Ambiental de las Concesiones Forestales en las Provincias Leoncio Prado y Puerto Inca, Huanuco, Peru","2021-07-01",5377
NULL,NULL,"Stock de Carbono Almacenado en Regeneracion Natural por rasgo funcional de estrato Arboreo del Bosque de Colina Baja de Tingo Maria-Peru","2021-06-01",5349
NULL,NULL,"El Capital Humano y el plan de retiro laboral en los Servidores Publicos en la Universidad Nacional Agraria de la Selva","2021-06-01",5280
NULL,NULL,"Diseño de aplicaciones Movil en la Agricultura: Estudio de Mapeo Sistematico","2021-06-01",5331
NULL,NULL,"Estabilidad termica, fenolica y antioxidante de la encapsulacion por liofilizacion de los aceites esenciales de la cascara de naranja; variedad valencia (Citrus sinensis)","2021-06-01",5369
NULL,NULL,"Estabilidad termica, fenolica y antioxidante de la encapsulacion por liofilizacion de los aceites esenciales de la cascara de naranja;variedad Valencia (Citrus sinensis)","2021-06-01",5328
1,"Tesis","Eficiencia de la Electrocoagulacion a nivel de Laboratorio para tratamiento del Agua Residual del Matadero Municipal de Tingo Maria","2021-05-14",5313
1,"Tesis","Caracteristicas Fisicas y Quimicas de un Suelo con Especies Forestales y su relacion con los Microorganismos","2021-05-13",5298
1,"Tesis","Microorganismos Patogenos del Aire presentes en las particulas Atmosfericas Sedimentables de las Areas Verdes de Tingo Maria (Abril–Junio 2018)","2021-05-13",5304
1,"Tesis","Identificacion y Seleccion de Arboles Promisorios de Cacao (Theobroma cacao L.) con enfoque,participativo en el Distrito de Uchiza","2021-05-12",5285
4,"Informe de experiencia","Cumplimiento del Sistema de Gestion de Seguridad, Ambiente y Salud  del Proyecto Exploratorio Lote 174 - Etapa Preoperacional en Ucayali","2021-05-12",5290
NULL,NULL,"Determinacion de la relacion entre las Propiedades Fisicoquimicos y la poblacion de Macroinvertebrados Acuaticos de la Cuenca Perez, Distrito Mariano Damaso Beraun – Las Palmas","2021-05-01",5356
NULL,NULL,"Calidad de planta de Pinus tecunumanii Eguiluz & J. P. Perry con Abonos Organicos y Micorrizas en vivero en el Caserio San Isidro, Huanuco","2021-05-01",5353
NULL,NULL,"Caracterizacion fitoquimica, fenoles totales, capacidad antioxidante y determinacion de metales pesados en infusiones herbales aromatizado con cascara de frutas","2021-04-21",5368
1,"Tesis","Influencia de las Fases Lunares y tipos de injerto en el prendimiento y crecimiento del Cultivo de Cacao (Theobroma cacao L.) Clon ICS - 95","2021-04-17",5279
NULL,NULL,"Sustitucion parcial de la harina de Trigo por Pasta y Harina de Pan de Arbol (Artocarpus altilis) en la elaboracion de Galleta Dulces","2021-04-01",5371
NULL,NULL,"Valoracion Economica de la belleza paisajistica de la Bella Durmiente del PNTM por la poblacion de la ciudad de Tingo Maria, Huanuco","2021-04-01",5366
NULL,NULL,"Las TICs y la Cadena Productiva del Cacao en el ambito Zonal Tingo Maria 2021","2021-04-01",5330
NULL,NULL,"Propuesta de Arquitectura Empresarial usando TOGAF para la Gestion de la Facultad de Ingenieria en Informatica y Sistemas","2021-04-01",5332
NULL,NULL,"Crianza de la Abeja Ramichi (Tetragonisca angustula I.) en la Zona de Amortiguamiento del  Parque Nacional Tingo Maria","2021-04-01",5360
NULL,NULL,"Comportamiento Caotico de los atractores de Lorenz y Rössler","2021-04-01",5333
NULL,NULL,"Cinetica de peroxidacion de una Mayonesa mediante pruebas aceleradas","2021-04-01",5372
NULL,NULL,"La Fiscalizacion Electronica como Instrumento de Control de la Evasion Tributaria en Contribuyentes del Regimen MYPE Tributario de la Provincia de Leoncio Prado.","2021-04-01",5378
NULL,NULL,"Efecto de Mallki y Roca Fosforica en las propiedades quimicas del suelo y crecimiento inicial de Pino Rojo (Pinus tecunumanii), Chanchamayo, Junin","2021-04-01",5357
NULL,NULL,"Composicion Quimica, Polifenoles Totales, Capacidad Antioxidante y Propiedades Termicas de la Borra de      Cafe","2021-04-01",5373
NULL,NULL,"Lenguaje de Programacion Visual para el desarrollo de Pensamiento Computacional en la Educacion Superior","2021-04-01",5278
NULL,NULL,"Las TICs y la Cadena Productiva del Cacao en el ambito Zonal Tingo Maria 2021","2021-04-01",5281
1,"Tesis","Caracterizacion Botanica-Agronomica de seis Clones de Cacao (Theobroma cacao L.) de la Coleccion Mendis Paredes en Castillo Grande","2021-03-18",5276
1,"Tesis","Efecto de dos enraizadores y tres mezclas de sustratos en la propagacion vegetativa del Bambu (Guadua angustifolia Kunth.) mediante brotes de rizoma en Vivero - Aucayacu","2021-03-16",5274
1,"Tesis","Evasion y Morosidad Tributaria en la Municipalidad Provincial de Moyobamba 2017","2021-03-05",5242
1,"Tesis","El nivel de colocaciones de Credito al Sector Empresarial en el Peru, Periodo 1992 - 2014","2021-03-05",5243
NULL,NULL,"Deforestacion en la Microcuenca del Rio Cañuto y sus efectos en el Clima durante el periodo 2005 – 2021, Provincia de Tocache – San Martin","2021-03-01",5365
NULL,NULL,"Elaboracion, Caracterizacion Fisicoquimica, Sensorial y Reologica de una Bebida a base de Leche de Coco (Cocos nucifera) y Chocho (Lupinus mutabilis Sweet)","2021-03-01",5256
NULL,NULL,"Variacion de Compuestos Funcionales y Capacidad Antioxidante de Filtrante de Hojas de Moringa (Moringa oleifera) y Guayaba (Psidium guayava) en el almacenamiento","2021-03-01",5269
NULL,NULL,"Factores que inciden en el rendimiento en los cursos de Matematica de los alumnos de la Universidad Nacional Agraria de la Selva del Departamento de Huanuco - Peru","2021-03-01",5277
NULL,NULL,"Estimacion de umbrales de Lluvia detonante de deslizamientos en la Provincia De Leoncio Prado – Huanuco","2021-03-01",5355
1,"Tesis","El Control Interno y los procedimientos de Contratacion Publica en la Municipalidad Distrital de Monzon – Huamalies, 2018","2021-02-24",5226
1,"Tesis","Las acciones de control de la Administracion Tributaria y la cultura tributaria en la Evasion de Impuestos en los Restaurants - Pollerias en Tingo Maria","2021-02-23",5210
1,"Tesis","Mezcla de marketing y posicionamiento de cadenas farmaceuticas en la ciudad de Tingo Maria.","2021-02-22",5202
1,"Tesis","Nivel de cumplimiento tributario de los Contribuyentes del nuevo RUS en el Sector Servicio de Restaurantes en la ciudad de Tocache-San Martin","2021-02-22",5206
1,"Tesis","El impacto del costo del credito en la rentabilidad del cultivo de arroz de los socios de la cooperativa San Martin de Porres –Bellavista 2016","2021-02-22",5198
1,"Tesis","Perfil de emprendimiento y rendimiento academico en alumnos del ultimo año de estudios de la Universidad,Nacional Agraria de la Selva- 2 017","2021-02-22",5199
1,"Tesis","Factores que determinan la Evasion del Impuesto a la Renta de Primera Categoria por Alquileres de Locales Comerciales en la ciudad de Tocache- San Martin","2021-02-22",5205
1,"Tesis","Ecoturismo y su relacion con la percepcion del desarrollo turistico en el distrito de Pachiza","2021-02-11",5196
1,"Tesis","Propuesta de un Modelo de Gestion Ambiental para la Cooperativa Agraria Industrial “Naranjillo” Ltda","2021-02-11",5191
1,"Tesis","Logistica Inversa y la Calidad Ambiental en el Sector Vivanderia del Mercado Modelo Tingo Maria","2021-02-11",5194
1,"Tesis","El Marketing directo y el posicionamiento de la tienda Elektra del Distrito de San Martin de Porres - Lima","2021-02-11",5195
1,"Tesis","Factores que Determinan el Ahorro de las Familias de los Empleados Publicos de la Ciudad de Tingo Maria","2021-02-11",5197
1,"Tesis","Calidad de Servicio y la satisfaccion de los Clientes de las Clinicas Dentales de la ciudad de Tingo Maria","2021-02-11",5193
1,"Tesis","La Percepcion de calidad de los alumnos de la Universidad Nacional Agraria de la selva, segun las carreras profesionales","2021-02-11",5190
NULL,NULL,": Secado por lecho fluidizado de hojas de Matico (Piper aduncum) y Malva (Malva sylvestris),evaluacion de antioxidantes y aceptacion sensorial de sus filtrantes","2021-02-01",5270
NULL,NULL,"Factores asociados a la Post Cosecha de hojas de Bijao (Calathea sp) para uso alimentario, producidas en el Centro Poblado de Bella – Huanuco","2021-02-01",5359
NULL,NULL,"Analisis Espacio Temporal de las Precipitaciones y Caudales en la Cuenca del Rio Huallaga","2021-02-01",5354
NULL,NULL,"Impacto Ambiental del Flujo Turistico del Area de Conservacion Privada de la Comunidad Campesina Copallin, Provincia de Utcubamba Region Amazonas (2016– 2021)","2021-02-01",5362
NULL,NULL,"Determinacion del contenido del carbono elemental en dos Especies Forestales","2021-01-01",5351
NULL,NULL,"Niveles de ruido ambiental en el horario laboral de la Municipalidad Distrital de Ate de Enero-Junio 2021","2021-01-01",5364
NULL,NULL,"Las Decisiones de Inversion de las Familias de la Ciudad de Tingo Maria","2021-01-01",5250
NULL,NULL,"Abordajes para reducir violencia psicologica en el trabajo sanitario: Convergencias respecto practicas basadas en evidencias","2021-01-01",5247
NULL,NULL,"Politica Ambiental Local y la Contaminacion por Residuos Solidos en la ciudad de Aucayacu, Huanuco-Peru, 2016 - 2019","2021-01-01",5173
NULL,NULL,"Determinacion de habilidades directivas concordantes con habilidades de exito en recursos humanos de las organizaciones en Huanuco, San Martin y Ucayali","2021-01-01",5253
NULL,NULL,"Indice de Calidad Ambiental del Suelo en el estrato fisiografico Laderas de Montañas Empinadas en el Distrito de Santo Domingo de Anda – Huanuco, 2021","2021-01-01",5363
NULL,NULL,"Desarrollo de tecnologia de cultivo para la produccion de Auricularia auricula, A. delicata y A. polytricha colectadas de la zona de Tingo Maria, Peru","2021-01-01",5348
NULL,NULL,"Evaluacion la Biomasa deshidratada de Macrofungi en la remocion de tinte organico extraido del Dactylopius cocus (Cochinilla) en un medio acuoso a escala de Laboratorio","2021-01-01",5184
NULL,NULL,"Un modelamiento Microeconometrico de la Economia Familiar Peruana durante la pandemia de la COVID-19","2021-01-01",5248
1,"Tesis","Factores de Incumplimiento en la Emision de Boletos de Viaje en los Comites de Autos de Tingo Maria que prestan Servicios a los Diferentes Lugares de la Region","2020-12-31",5204
1,"Tesis","Algoritmo Genetico para la elaboracion de Horarios de Clases en Universidades con Recursos Compartidos, Caso de Estudio: Universidad Nacional Agraria de la Selva","2020-12-30",5324
1,"Tesis","Alternativas de configuracion con el Uso de los Protocolos SYSLOG y SNMP para la Gestion de Red de Redes Avanzadas","2020-12-30",5323
1,"Tesis","Los Datos Abiertos como factor de influencia en la adopcion del Gobierno Movil (M-GOVERNMENT) en el Peru","2020-12-30",5322
1,"Tesis","Cifrado con el Protocolo SSL/TLS y el Rendimiento de Sitios Web. Caso: Empresa Web-Out, 2018 – 2019","2020-12-30",5321
NULL,NULL,"Estimacion de Carbono Almacenado en el suelo en parcelas con Cacao (Theobroma cacao L.) y Citricos (Citrus sinensis) en diferentes niveles altitudinales en el Predio San Carlos – Pucayacu","2020-12-30",5301
1,"Tesis","Comparacion del Rendimiento de los Modelos de Base de Datos para un Software","2020-12-30",5320
1,"Tesis","Tecnologias de Informacion y Comunicaciones en el proceso de enseñanza aprendizaje y la empleabilidad de los Egresados de la especialidad de Computacion e Informatica del Instituto de Educacion Superior Tecnologico Publico “Francisco Vigo Caballero” Uchiza, en los años 2012 al 2014","2020-12-30",5319
1,"Tesis","Clima laboral y el compromiso organizacional en servidores municipales de la Provincia de Tocache","2020-12-30",5318
1,"Tesis","Niveles de Presion Sonora en las Instituciones Educativas de la ciudad de Tingo Maria – Huanuco","2020-12-30",5317
1,"Tesis","Microorganismos degradadores del Aserrin de Calycophyllum spruceanum (Bent.) Hook y Guazuma crinita C.Martius  a diferentes niveles de humedad en condiciones naturales","2020-12-30",5314
1,"Tesis","Electrorremediacion de Cadmio en suelo franco arcilloso a intervalo de tiempo y potencial de corriente","2020-12-30",5310
1,"Tesis","Remocion del nitrogeno y fosforo con el Uso de Chrysopogon zizanioides L. y Colocasia esculenta L. en Aguas Residuales en condiciones de Laboratorio, Tingo Maria 2016-2017","2020-12-30",5309
1,"Tesis","La recupercion de Suelos Degradados Ex Cocales por procesos naturales en periodos de abandono e 5, 10, 15, 20 años en el Distrito de Mariano Damaso Beraun-2018","2020-12-30",5308
1,"Tesis","Potencial de Uso del Agua de Neblina colectada por  Atrapanieblas tipo estandar para riego de vegetales en el  Distrito de Ventanilla -  Callao","2020-12-30",5307
1,"Tesis","Remocion de Cd, Cr, Zn y Pb mediante Sistema Batch con presencia de Cajanus cajan (L.) Huth (Frijol Palo) a nivel de Laboratorio","2020-12-30",5306
1,"Tesis","Microorganismos presentes y su caracterizacion al Biol elaborado de visceras de Oncorhynchus mykiis J.J.W. “Trucha Arcoiris” en San Pedro de Carpish – Huanuco","2020-12-30",5305
1,"Tesis","La Firma Digital y su impacto en la Gestion Documentaria del Instituto Nacional de Salud 2018","2020-12-30",5325
1,"Tesis","Propagacion de Dendrocalamus asper (Schult. & Schult. F.) Backer ex K. Heyne f. (Bambu) a traves de esquejes en tres tipos de Abonos Organicos","2020-12-30",5303
1,"Tesis","Riqueza y abundancia de Artropodos asociados con Anturio de corte (Anturium andreanum Linden) en,Vivero en Tingo Maria, Peru","2020-12-30",5302
1,"Tesis","Relacion de la Macrofauna con las propiedades del Suelo en diferentes Sistemas de Uso, Distrito Monzon, Provincia Huamalies","2020-12-30",5300
NULL,NULL,"Variabilidad de las propiedades fisicas de la madera de Miconia minutiflora provenientes del Caserio de Macora, Chinchao-Huanuco","2020-12-30",5185
1,"Tesis","Analisis de riesgo por inundacion en la Cuenca del Rio Supte Chico mediante Modelamiento Geoespacial","2020-12-30",5299
1,"Tesis","Induccion de callos embriogenicos en Estaminodios de Cacao (Theobroma cacao L.) de los clones ICS-1 e IMC-67","2020-12-30",5282
1,"Tesis","Efecto de tres densidades de siembra en el rendimiento de cuatro hibridos de maiz (Zea mays L.), bajo condiciones de Pueblo Nuevo","2020-12-30",5283
1,"Tesis","Fuentes y niveles de Silicio en el rendimiento y en la incidencia de Ojo de Gallo (Stillbum flavidum C.) en la,variedad de Cafe Catimor","2020-12-30",5284
1,"Tesis","Factores que inciden en las caracteristicas Fisicas y Organolepticas del Cafe fuera de grado comparada al Cafe Especial","2020-12-30",5297
1,"Tesis","Crecimiento de tres Especies Forestales bajo Fertilizacion Organica en la Provincia de Mariscal Caceres, Region San Martin","2020-12-30",5296
1,"Tesis","Efecto del proteinato y sulfato del cobre sobre la incidencia de Cercospora coffeicola Berk & Cooke en plantas de Cafe a nivel de Vivero","2020-12-30",5286
1,"Tesis","Efecto del Abono Organico Liquido bajo la Tecnica Drench en las propiedades del Suelo y la Produccion de Cacao (Theobroma cacao L.) Organico en el Centro Poblado Alto Palcazu","2020-12-30",5295
1,"Tesis","Efectos del Pastoreo sobre las Reservas Subterraneas de Carbono y Nitrogeno en la Provincia de Leoncio Prado – Huanuco","2020-12-30",5294
1,"Tesis","Prediccion de los Cambios de Cobertura y Uso de la Tierra al Año 2026 en la Cuenca del Rio Tocache, San Martin","2020-12-30",5293
1,"Tesis","Distribucion Espacial de la Fertilidad de los Suelos del Sector San Isidro - Distrito Hermilio Valdizan, Provincia Leoncio Prado","2020-12-30",5292
1,"Tesis","Efecto del Biofertilizante Supermagro en el crecimiento inicial del Cultivo de Plukenetia volubilis L. “Sacha Inchi” en un suelo degradado","2020-12-30",5291
1,"Tesis","Elaboracion de una bebida de lactosuero, Chocho (Lupinus mutabilis Sweet), Caracterizacion Fisicoquimica, Microbiologica y Sensorial","2020-12-30",5287
1,"Tesis","Determinacion de carbono, nitrogeno y fosforo del suelo y hojarasca en diferentes edades de vegetacion en la Localidad de Caracol - Cordillera Carpish","2020-12-30",5289
1,"Tesis","Transesterificacion de los acidos grasos de las grasas del Matadero Municipal de Tingo Maria para la obtencion de Biodiesel","2020-12-30",5316
1,"Tesis","Reduccion de la Carga Organica en Lixiviado Estabilizado del Botadero Municipal de San Ramon mediante oxidacion avanzada Foto-Fenton","2020-12-30",5315
1,"Tesis","Utilizacion de Cepas Genericas (Saccharomyces Cerevisiae) en Mucilago de Cacao (Teobroma Cacao L.) CCNN - 51 para obtener Etanol por destilacion fraccionada","2020-12-30",5288
1,"Tesis","Remocion de Cadmio en suelos mediante lavado vertical con dos extractantes","2020-12-30",4494
1,"Tesis","Calidad de agua de niebla captada artificialmente para uso en consumo humano en la Quebrada Manchay, Pachacamac - Lima","2020-12-30",5311
NULL,NULL,"Pruebas de estres en el vigor de semillas de Swietenia macrophylla King. y Cedrela odorata L. Distrito Hermillo Valdizan, Huanuco","2020-12-15",5352
NULL,NULL,"Propuesta de diseño de una trampa de aceites y grasas convencional en la depuracion basica de un efluente de Taller de Mecanica Automotriz – Laboratorio","2020-12-01",5186
NULL,NULL,"La Desnutricion Cronica Infantil en la Provincia de Leoncio Prado - Periodo 2016 - 2021","2020-12-01",5252
NULL,NULL,"Influencia de Hormonas en la Propagacion de esquejes de Bambu (Bambusa vulgaris Schrad. Ex J.C. Wendl.) bajo diferentes medios Hidroponicos en Laboratorio","2020-12-01",5183
NULL,NULL,"Comparacion de la Demanda de Plantas Medicinales antes y durante la Pandemia en la ciudad de Tingo Maria, 2020","2020-11-01",5187
NULL,NULL,"Impacto del Blended Learning en el rendimiento academico de los estudiantes de Economia de la Universidad Nacional Agraria de la Selva 2020","2020-11-01",5251
NULL,NULL,"Inventario Preliminar de Orquideas Terrestres y Epifitas de Tingo Maria  y Area de Influencia","2020-10-01",5160
NULL,NULL,"Recuperacion de Suelos Degradados con Plantaciones de Schizolobium parahyba (Vellozo) BLAKE var amazonicum (Huber ex Ducke) BARNEBY ""Pino Chuncho” sobre los indicadores fisicos y quimicos del suelo","2020-10-01",5358
NULL,NULL,"Plataformas Virtuales TIC en la Enseñanza Aprendizaje en Investigacion Cualitativa Caso: Estudiantes de Administracion Universidad Nacional Agraria De La Selva","2020-10-01",5255
NULL,NULL,"Cinetica de Ganancia de Humedad de extruidos de Kiwicha Centenario (Amaranthus caudatus)","2020-10-01",5157
NULL,NULL,"Indicadores de Productividad en la Exportacion de Cafe en el Peru","2020-10-01",5249
NULL,NULL,"Caracteristicas fisicas y quimicas y los suelos asociados con el desarrollo de Guadua angustifolia Kunth            “Bambu” y sus aportes al almacenamiento de carbono","2020-10-01",5361
NULL,NULL,"Factores Fisicos que influyen en los Modelos de Susceptibilidad a Deslizamientos de masas en el Distrito de Sillapata","2020-10-01",5179
NULL,NULL,"Variabilidad Dendrologica y Anatomica de Osteophloeum platyspermum (Favorito) y Cedrelinga cateniformis (Tornillo), procedentes de Dos Concesiones Forestales de la Region Huanuco","2020-09-01",5350
NULL,NULL,"Estimacion empirica de la probabilidad de Eventos Letales causados por Inundaciones en el Peru","2020-09-01",5182
NULL,NULL,": Diseño y Construccion de un Prototipo de Robot para el Control de Malezas","2020-09-01",5146
NULL,NULL,"Influencia del Programa de Segregacion en fuente y recoleccion selectiva de Residuos Municipales generados en el casco urbano del Distrito de Oxapampa al año de su implementacion","2020-09-01",5181
NULL,NULL,"Evaluacion de las Unidades Familiares Rurales con respecto a los objetivos de Desarrollo Sostenible Uno y Dos, planteados al 2030, en la Provincia de Leoncio Prado, Region Huanuco","2020-09-01",5155
NULL,NULL,"Optimizacion  del Tostado de Cacao ICS-95 mediante Evaluacion Sensorial y Comportamiento Reologico del Licor","2020-09-01",5158
NULL,NULL,"Terminos Basicos de la Sistemica Contextualizados en el efecto Covid – 19 en el Peru","2020-09-01",5127
NULL,NULL,"Efecto de Encapsulantes en las Propiedades Termofisicas  y Sensoriales del Polvo de Cocona - Ecotipo I (Solanum sessilliflorum Dunal), obtenido por Liofilizacion.","2020-09-01",5163
NULL,NULL,"Comportamiento de las Especies Forestales Nativas reintroducidas para la Restauracion Ecologica en un Bosque Secundario, Caserio San Juan, Region San Martin","2020-09-01",5175
NULL,NULL,"Efecto del Manejo Organico Mendis (Mom) en la Materia Organica, Calidad del Suelo y rendimiento del Cacao CMP-15 y CCN-51 (Theobroma cacao L.) del Fundo Alborada - Leoncio Prado","2020-09-01",5159
NULL,NULL,"Evaluacion de la influencia del Programa de Segregacion en el Reaprovechamiento de Residuos Solidos en el Distrito de Chaclacayo - Peru entre los años:  2016-2019","2020-09-01",5178
NULL,NULL,"Propiedades Reologicas y Calidad Sensorial de los Chocolates elaborados en la Provincia de Leoncio Prado – Huanuco","2020-09-01",5169
NULL,NULL,"Determinacion de Propiedades Termofisicas de la Pulpa de Papayita de Monte (Vasconcellea Pubescens)","2020-08-25",5139
NULL,NULL,"Calidad Sensorial, Polifenoles Totales, Capacidad Antioxidante, y Termogravimetria en adulteracion de Cafe","2020-08-20",5141
NULL,NULL,"Influencia de dietas y temperatura en el desarrollo Larvario de Ranitomeya sirensis (Anura: Dendrobatidae), Tingo Maria- Peru","2020-08-01",5172
NULL,NULL,"“El Financiamiento en la Produccion y Comercializacion de Cafe y Cacao en la Provincia de Leoncio Prado periodo 2020-2021","2020-08-01",5140
NULL,NULL,"Restauracion Ecologica de areas degradadas por Plantaciones de Coca con dos Especies Nativas en Pueblo Nuevo, Leoncio Prado, Huanuco","2020-08-01",5171
NULL,NULL,"Influencia de pruebas de estres y tamaños de semilla en la germinacion y crecimiento inicial de Caoba (Swietenia macrophylla King.) en condiciones de Laboratorio","2020-08-01",5180
NULL,NULL,"Biosorcion de Cadmio disponible en medio acuoso mediante Cascarilla de Semilla de Cacao (Theobroma cacao L)","2020-08-01",5367
NULL,NULL,"Evaluacion comparativa de cinco ecotipos de Eryngium.foetdum L. (Sacha Culantro) en Tingo Maria","2020-08-01",5149
NULL,NULL,"Caracterizacion anatomica y fisica de la madera Byrsonima schunkei W.R. Anderson “Indano”, Distrito La Morada – Huanuco","2020-07-01",5177
NULL,NULL,"Evaluar el color, compuestos bioactivos (Vitamina C, Polifenoles Totales) y capacidad antioxidante en Ajies de Mesa (Capsicum frutescens) fresco y deshidratado","2020-07-01",5136
NULL,NULL,"Determinacion de los puntos de calor y radiacion solar para la Provincia de Leoncio Prado mediante imagenes satelitales","2020-07-01",5142
NULL,NULL,"Variabilidad Espacial y Temporal de la cobertura de vegetacion y humedad del suelo mediante Imagenes TM, Et+ y OLI en la zona de influencia de la Represa Cuchoquesera, Periodo 1990 al 2018","2020-07-01",5174
NULL,NULL,"Efecto de los Biofermentos de Gallinaza y Humus en el crecimiento y obtencion de Plantones de Cacao CCN51 (Theobroma cacao L.)","2020-07-01",5152
NULL,NULL,"Caracterizacion macroscopica del fuste de Vochysia grandis Mart “Quillosisa amarilla” y Laetia procera (Poepp. & Endl.) Eichl. “Timareo” La Morada – Huanuco","2020-07-01",5176
NULL,NULL,"Efecto de la aplicacion de Enmiendas Humicas al Suelo en el crecimiento de plantones de Cacao (Theobroma cacao L.) en Vivero","2020-07-01",5151
NULL,NULL,"Evaluacion de la productividad y calidad de las raices del Germoplasma de Yuca (Manihot esculenta Crantz), en  Tingo Maria","2020-06-20",5132
NULL,NULL,"Utilizacion de Plantas con Acciones Antivirales para la Profilaxis de la expansion del Coronavirus en Tingo Maria, Peru","2020-06-01",5138
NULL,NULL,"Actividad Antioxidante, Polifenoles Totales y Minerales en Semilla y Germinado de Frijol de Palo (Cajanus cajan L.) y Chaucha (Phaseolus vulgaris L.","2020-06-01",5129
NULL,NULL,"La Formacion Profesional y su influencia en las Habilidades Gerenciales de los Contadores Publicos en el Distrito de Rupa Rupa-Tingo Maria","2020-06-01",5135
NULL,NULL,"Aplicacion de la Plataforma Virtual TEAMS y la funcion de los Docentes de la Facultad de Ciencias Economicas y Administrativas de la Universidad Nacional Agraria de la Selva, 2020","2020-06-01",5375
NULL,NULL,"Propagacion sexual de tres cultivares de Anturios (Anthurium andreanum Lind) en Camara Humeda","2020-06-01",5148
NULL,NULL,"Chrysomelidos y Lepidopteros comedores de hoja asociados con el Cacao (Theobroma cacao L.) en la Provincia de Leoncio Prado","2020-06-01",5154
NULL,NULL,"Arquitecturas de Software para Sistemas de Telemedicina: Estudio de Mapeo Sistematico","2020-06-01",5128
NULL,NULL,"Nanoparticulas de SiO2 a traves del Bioprocesamiento de Anelidos de Residuos Agroindustriales","2020-06-01",5145
NULL,NULL,"Impactos Ambientales  y Socioeconomicos  durante la Certificacion Sostenible de Elaeis guineensis, en la Provincia de Tocache","2020-06-01",5150
NULL,NULL,"Establecimiento de la autenticidad de la Miel de Abeja por aplicacion de la Espectroscopia Raman y Regresion de minimos cuadrados parciales","2020-06-01",5131
NULL,NULL,"Determinacion de la capacidad antioxidante de Sacha Jergon (Dracontium loretense krause.) en el desarrollo de cormos","2020-06-01",5153
NULL,NULL,"Nivel de Implementacion del Sistema de Control Interno en los Gobiernos Locales de la Provincia de Leoncio,Prado.","2020-05-02",5144
NULL,NULL,"“Produccion de Aguaje (Mauritia flexuosa L.f.) en Sistemas Silvopastoriles con Suelos Compactados por Ganaderia Bovina en el Centro de Investigacion y Produccion Tulumayo, Region Huanuco","2020-05-01",5137
NULL,NULL,"Tipos de Bioles y niveles en el crecimiento de Plantones del Palto Criollo para patrones (Persea americana mil) en Vivero","2020-05-01",5147
NULL,NULL,"Propiedades funcionales, Morfologicas y termicas de Harina y Almidon de Platano variedades Musa acuminata AA y Musa acuminata AAA","2020-05-01",5374
NULL,NULL,"Estrategias de sostenibilidad ambiental en ganaderia para la conservacion de la diversidad vewgetal en el Distrito de Tocache - San Martin","2020-04-01",5038
NULL,NULL,"Influencia de la Gestion Contable para la Toma de Decisiones en Asociaciones Agrarias en la Provincia de Leoncio Prado","2020-04-01",5134
NULL,NULL,"Remocion del Cadmio del Suelo con Polimero de Cascara de Musa paradisiaca L. (var. Bellaco) aplicado a nivel de Laboratorio","2020-04-01",5162
NULL,NULL,"Fluctuacion de las Plagas Agricolas en el Cultivo de Cacao (Theobroma cacao L.) Clon CCN-51 en Tingo Maria y  alrededores","2020-04-01",5133
1,"Tesis","Transesterificacion de los acidos grasos de las grasas del Matadero Municipal de Tingo Maria para la obtencion de Biodiesel","2020-03-02",4123
NULL,NULL,"Estimacion de la Huella Ecologica de la Universidad Nacional Agraria de la Selva","2020-03-01",5126
NULL,NULL,"Almacenamiento del Carbono en un Agroecosistema de Mussa sp. Platano y Banano en Tingo Maria","2020-03-01",5130
NULL,NULL,"Caracterizacion Fisico - Quimica de los Sedimentos del Balneario Aguas Sulfurosas de Jacintillo","2020-03-01",5156
NULL,NULL,"Propuesta de Plan Estrategico en las Mipymes de Tingo Maria, Huanuco","2020-03-01",5254
1,"Tesis","Diversidad de aves como indicador de la calidad ambiental del bosque de Proteccion PUI PUI y Zona de Amortiguamiento de la Microcuenca Kitihuarero del Distrito de Pichanaki, Peru","2020-02-25",4228
1,"Tesis","Remocion de suelo contaminado por plomo mediante la tecnica de lavado de suelo escala de laboratorio por tres agentes extractantes","2020-02-25",4214
1,"Tesis","Identificacion de especies vegetales nativas acumuladoras de Cadmio en el Caserio de Picuruyacu Alto, Distyrito de Castillo Grande  Provincia de Leoncio Prado, Departamento de Huanuco","2020-02-25",4573
1,"Tesis","Carbono en la biomasa aerea arborea viva del tramo Tres de Mayo - Rio Oro de la Zona Silvestre del Parque Nacional Tingo Maria","2020-02-20",4632
1,"Tesis","Remocion de plomo y cobre en solucion acuosa por Pycnoporus sanguineus en Biorreactores Air Lift","2020-02-20",4143
1,"Tesis","Degradacion de la carga organica de lixiviado maduro mediante proceso de oxidacion avanzada H2O2 / UV /TiO2 en reactor anular del Relleno Sanitario de la Municipalidad Provincial de Concepcion, Junin","2020-02-19",5025
