"research_id","role","author_id","name","responsible_id"
1,"Miembro extraordinario",59,"Proyecto de Investigacion",1698
1,"Miembro ordinario",19,"Proyecto de Investigacion",1646
1,"Miembro extraordinario",20,"Proyecto de Investigacion",1650
2,"Miembro extraordinario",82,"Proyecto de Investigacion",1702
2,"Miembro extraordinario",191,"Proyecto de Investigacion",1818
2,"Miembro ordinario",76,"Proyecto de Investigacion",1700
2,"Miembro extraordinario",88,"Proyecto de Investigacion",1704
3,"Miembro ordinario",39,"Proyecto de Investigacion",11265
3,"Miembro extraordinario",350,"Proyecto de Investigacion",11266
4,"Miembro extraordinario",350,"Proyecto de Investigacion",11143
4,"Miembro ordinario",29,"Proyecto de Investigacion",11142
4,"Miembro extraordinario",34,"Proyecto de Investigacion",11144
5,"Miembro extraordinario",397,"Proyecto de Investigacion",1855
5,"Miembro ordinario",84,"Proyecto de Investigacion",1703
6,"Miembro extraordinario",346,"Proyecto de Investigacion",11262
6,"Miembro extraordinario",177,"Proyecto de Investigacion",11264
6,"Miembro extraordinario",18,"Proyecto de Investigacion",11263
6,"Miembro ordinario",15,"Proyecto de Investigacion",11261
7,"Miembro ordinario",121,"Proyecto de Investigacion",1742
7,"Miembro extraordinario",116,"Proyecto de Investigacion",13916
8,"Miembro extraordinario",117,"Proyecto de Investigacion",4812
8,"Miembro extraordinario",126,"Proyecto de Investigacion",4811
8,"Miembro ordinario",123,"Proyecto de Investigacion",4666
9,"Miembro ordinario",130,"Proyecto de Investigacion",1803
10,"Miembro ordinario",120,"Proyecto de Investigacion",1736
10,"Miembro extraordinario",129,"Proyecto de Investigacion",1782
10,"Miembro extraordinario",127,"Proyecto de Investigacion",1794
11,"Miembro extraordinario",127,"Proyecto de Investigacion",1783
11,"Miembro ordinario",120,"Proyecto de Investigacion",1737
11,"Miembro extraordinario",129,"Proyecto de Investigacion",1795
12,"Miembro extraordinario",332,"Proyecto de Investigacion",1764
12,"Miembro extraordinario",126,"Proyecto de Investigacion",11112
12,"Miembro ordinario",123,"Proyecto de Investigacion",1776
13,"Miembro extraordinario",358,"Proyecto de Investigacion",1849
13,"Miembro ordinario",128,"Proyecto de Investigacion",1788
14,"Miembro extraordinario",119,"Proyecto de Investigacion",1735
14,"Miembro ordinario",115,"Proyecto de Investigacion",1715
15,"Miembro extraordinario",122,"Proyecto de Investigacion",1805
15,"Miembro ordinario",108,"Proyecto de Investigacion",1753
15,"Miembro extraordinario",135,"Proyecto de Investigacion",1710
15,"Miembro extraordinario",184,"Proyecto de Investigacion",13899
16,"Miembro extraordinario",101,"Proyecto de Investigacion",1834
16,"Miembro ordinario",114,"Proyecto de Investigacion",1708
16,"Miembro extraordinario",324,"Proyecto de Investigacion",1709
16,"Miembro extraordinario",102,"Proyecto de Investigacion",1714
18,"Miembro extraordinario",115,"Proyecto de Investigacion",1716
18,"Miembro ordinario",129,"Proyecto de Investigacion",1796
19,"Miembro ordinario",116,"Proyecto de Investigacion",1723
19,"Miembro extraordinario",121,"Proyecto de Investigacion",1743
20,"Miembro extraordinario",127,"Proyecto de Investigacion",15727
20,"Miembro extraordinario",129,"Proyecto de Investigacion",1797
20,"Miembro ordinario",120,"Proyecto de Investigacion",1738
21,"Miembro ordinario",115,"Proyecto de Investigacion",1717
22,"Miembro extraordinario",121,"Proyecto de Investigacion",1744
22,"Miembro ordinario",116,"Proyecto de Investigacion",1724
23,"Miembro extraordinario",108,"Proyecto de Investigacion",1755
23,"Miembro ordinario",122,"Proyecto de Investigacion",1711
23,"Miembro extraordinario",334,"Proyecto de Investigacion",11147
24,"Miembro ordinario",332,"Proyecto de Investigacion",1837
24,"Miembro extraordinario",123,"Proyecto de Investigacion",1765
24,"Miembro extraordinario",126,"Proyecto de Investigacion",1777
25,"Miembro ordinario",116,"Proyecto de Investigacion",1725
25,"Miembro extraordinario",121,"Proyecto de Investigacion",1745
26,"Miembro ordinario",126,"Proyecto de Investigacion",1778
26,"Miembro ordinario",332,"Proyecto de Investigacion",1838
26,"Miembro ordinario",123,"Proyecto de Investigacion",1766
27,"Miembro extraordinario",129,"Proyecto de Investigacion",1798
27,"Miembro extraordinario",127,"Proyecto de Investigacion",1784
27,"Miembro ordinario",120,"Proyecto de Investigacion",1739
28,"Miembro extraordinario",151,"Proyecto de Investigacion",1809
28,"Miembro extraordinario",129,"Proyecto de Investigacion",15791
28,"Miembro ordinario",334,"Proyecto de Investigacion",1842
29,"Miembro extraordinario",116,"Proyecto de Investigacion",1726
29,"Miembro ordinario",121,"Proyecto de Investigacion",1746
30,"Miembro extraordinario",128,"Proyecto de Investigacion",1771
30,"Miembro extraordinario",118,"Proyecto de Investigacion",1789
30,"Miembro ordinario",284,"Proyecto de Investigacion",1733
31,"Miembro extraordinario",118,"Proyecto de Investigacion",1734
31,"Miembro ordinario",115,"Proyecto de Investigacion",1718
32,"Miembro ordinario",121,"Proyecto de Investigacion",1727
32,"Miembro extraordinario",116,"Proyecto de Investigacion",1747
33,"Miembro extraordinario",332,"Proyecto de Investigacion",1843
33,"Miembro extraordinario",122,"Proyecto de Investigacion",1839
33,"Miembro ordinario",334,"Proyecto de Investigacion",1756
34,"Miembro ordinario",129,"Proyecto de Investigacion",1785
34,"Miembro extraordinario",127,"Proyecto de Investigacion",1799
35,"Miembro ordinario",123,"Proyecto de Investigacion",1767
35,"Miembro extraordinario",126,"Proyecto de Investigacion",1779
35,"Miembro extraordinario",332,"Proyecto de Investigacion",1840
36,"Miembro ordinario",342,"Proyecto de Investigacion",1844
37,"Miembro extraordinario",116,"Proyecto de Investigacion",1728
37,"Miembro ordinario",121,"Proyecto de Investigacion",1748
38,"Miembro ordinario",115,"Proyecto de Investigacion",1719
38,"Miembro extraordinario",122,"Proyecto de Investigacion",1757
39,"Miembro extraordinario",120,"Proyecto de Investigacion",1740
39,"Miembro ordinario",129,"Proyecto de Investigacion",1800
39,"Miembro extraordinario",127,"Proyecto de Investigacion",1786
40,"Miembro ordinario",358,"Proyecto de Investigacion",1850
40,"Miembro extraordinario",123,"Proyecto de Investigacion",1768
41,"Miembro ordinario",358,"Proyecto de Investigacion",1851
42,"Miembro ordinario",121,"Proyecto de Investigacion",1749
43,"Miembro ordinario",121,"Proyecto de Investigacion",1750
44,"Miembro ordinario",125,"Proyecto de Investigacion",1773
45,"Miembro ordinario",130,"Proyecto de Investigacion",1804
45,"Miembro extraordinario",122,"Proyecto de Investigacion",1758
46,"Miembro ordinario",122,"Proyecto de Investigacion",1759
46,"Miembro extraordinario",135,"Proyecto de Investigacion",1807
47,"Miembro ordinario",287,"Proyecto de Investigacion",1833
48,"Miembro ordinario",115,"Proyecto de Investigacion",1720
49,"Miembro extraordinario",126,"Proyecto de Investigacion",1780
49,"Miembro ordinario",123,"Proyecto de Investigacion",1769
49,"Miembro extraordinario",125,"Proyecto de Investigacion",1774
50,"Miembro ordinario",117,"Proyecto de Investigacion",1732
50,"Miembro extraordinario",128,"Proyecto de Investigacion",1772
50,"Miembro extraordinario",284,"Proyecto de Investigacion",1790
51,"Miembro ordinario",120,"Proyecto de Investigacion",1741
51,"Miembro extraordinario",126,"Proyecto de Investigacion",1781
51,"Miembro extraordinario",123,"Proyecto de Investigacion",1770
52,"Miembro extraordinario",129,"Proyecto de Investigacion",1801
52,"Miembro ordinario",127,"Proyecto de Investigacion",1787
53,"Miembro extraordinario",135,"Proyecto de Investigacion",1760
53,"Miembro extraordinario",108,"Proyecto de Investigacion",1808
53,"Miembro extraordinario",129,"Proyecto de Investigacion",1802
53,"Miembro ordinario",122,"Proyecto de Investigacion",1712
54,"Miembro ordinario",128,"Proyecto de Investigacion",1791
55,"Miembro ordinario",128,"Proyecto de Investigacion",1813
55,"Miembro extraordinario",167,"Proyecto de Investigacion",1792
56,"Miembro ordinario",121,"Proyecto de Investigacion",1751
56,"Miembro extraordinario",116,"Proyecto de Investigacion",1729
57,"Miembro ordinario",128,"Proyecto de Investigacion",1793
58,"Miembro ordinario",115,"Proyecto de Investigacion",1721
58,"Miembro extraordinario",122,"Proyecto de Investigacion",1761
59,"Miembro extraordinario",122,"Proyecto de Investigacion",1762
59,"Miembro ordinario",115,"Proyecto de Investigacion",1722
60,"Miembro extraordinario",116,"Proyecto de Investigacion",1730
60,"Miembro ordinario",121,"Proyecto de Investigacion",1752
61,"Miembro ordinario",9,"Proyecto de Investigacion",1602
61,"Miembro extraordinario",25,"Proyecto de Investigacion",1673
62,"Otros",16,"Proyecto de Investigacion",4449
62,"Otros",27,"Proyecto de Investigacion",4448
62,"Otros",16,"Proyecto de Investigacion",4447
62,"Otros",157,"Proyecto de Investigacion",6062
62,"Otros",156,"Proyecto de Investigacion",6061
62,"Otros",156,"Proyecto de Investigacion",6149
62,"Otros",27,"Proyecto de Investigacion",4432
62,"Otros",16,"Proyecto de Investigacion",4431
62,"Otros",155,"Proyecto de Investigacion",6060
62,"Otros",162,"Proyecto de Investigacion",6050
62,"Otros",27,"Proyecto de Investigacion",4424
62,"Otros",27,"Proyecto de Investigacion",4421
62,"Otros",157,"Proyecto de Investigacion",6049
62,"Otros",156,"Proyecto de Investigacion",6048
62,"Otros",155,"Proyecto de Investigacion",6047
62,"Miembro extraordinario",347,"Proyecto de Investigacion",6503
62,"Otros",27,"Proyecto de Investigacion",4450
62,"Miembro ordinario",157,"Proyecto de Investigacion",1810
62,"Otros",157,"Proyecto de Investigacion",6150
62,"Otros",22,"Proyecto de Investigacion",4402
62,"Otros",17,"Proyecto de Investigacion",4401
62,"Otros",27,"Proyecto de Investigacion",4393
62,"Miembro equipo de trabajo",16,"Proyecto de Investigacion",10144
62,"Miembro equipo de trabajo",16,"Proyecto de Investigacion",10143
62,"Otros",156,"Proyecto de Investigacion",6069
62,"Otros",262,"Proyecto de Investigacion",6348
62,"Otros",157,"Proyecto de Investigacion",6167
62,"Otros",155,"Proyecto de Investigacion",6148
62,"Otros",157,"Proyecto de Investigacion",6070
62,"Miembro ordinario",16,"Proyecto de Investigacion",1628
62,"Otros",163,"Proyecto de Investigacion",6168
62,"Otros",27,"Proyecto de Investigacion",4310
62,"Otros",27,"Proyecto de Investigacion",4309
62,"Otros",157,"Proyecto de Investigacion",5533
62,"Otros",155,"Proyecto de Investigacion",6129
62,"Otros",157,"Proyecto de Investigacion",6130
62,"Otros",160,"Proyecto de Investigacion",6131
62,"Miembro ordinario",163,"Proyecto de Investigacion",6222
62,"Miembro extraordinario",157,"Proyecto de Investigacion",6221
62,"Otros",27,"Proyecto de Investigacion",5131
62,"Otros",31,"Proyecto de Investigacion",5132
62,"Otros",38,"Proyecto de Investigacion",5133
62,"Otros",27,"Proyecto de Investigacion",5134
62,"Miembro ordinario",27,"Proyecto de Investigacion",1681
62,"Otros",249,"Proyecto de Investigacion",5507
62,"Otros",157,"Proyecto de Investigacion",5526
62,"Otros",157,"Proyecto de Investigacion",5527
62,"Otros",157,"Proyecto de Investigacion",5529
62,"Otros",157,"Proyecto de Investigacion",5532
62,"Otros",162,"Proyecto de Investigacion",6063
63,"Miembro ordinario",5,"Proyecto de Investigacion",1596
64,"Miembro extraordinario",255,"Proyecto de Investigacion",11237
64,"Miembro extraordinario",14,"Proyecto de Investigacion",11236
64,"Miembro ordinario",11,"Proyecto de Investigacion",1607
65,"Miembro ordinario",4,"Proyecto de Investigacion",1592
66,"Miembro extraordinario",99,"Proyecto de Investigacion",11238
66,"Miembro extraordinario",22,"Proyecto de Investigacion",6419
66,"Miembro ordinario",24,"Proyecto de Investigacion",1660
67,"Miembro extraordinario",46,"Proyecto de Investigacion",1696
67,"Miembro ordinario",45,"Proyecto de Investigacion",1695
67,"Miembro extraordinario",47,"Proyecto de Investigacion",1697
68,"Otros",17,"Proyecto de Investigacion",4383
68,"Miembro ordinario",17,"Proyecto de Investigacion",4487
68,"Otros",17,"Proyecto de Investigacion",4471
68,"Otros",17,"Proyecto de Investigacion",4437
68,"Miembro equipo de trabajo",17,"Proyecto de Investigacion",10153
68,"Miembro equipo de trabajo",17,"Proyecto de Investigacion",10152
68,"Otros",17,"Proyecto de Investigacion",4408
68,"Otros",17,"Proyecto de Investigacion",4331
68,"Otros",17,"Proyecto de Investigacion",4312
68,"Miembro ordinario",17,"Proyecto de Investigacion",1633
69,"Miembro extraordinario",1351,"Proyecto de Investigacion",15669
69,"Miembro ordinario",15,"Proyecto de Investigacion",1605
70,"Miembro ordinario",27,"Proyecto de Investigacion",1682
70,"Otros",157,"Proyecto de Investigacion",1629
71,"Otros",18,"Proyecto de Investigacion",1630
71,"Miembro ordinario",16,"Proyecto de Investigacion",1683
71,"Otros",27,"Proyecto de Investigacion",1638
72,"Miembro ordinario",22,"Proyecto de Investigacion",1661
72,"Miembro extraordinario",24,"Proyecto de Investigacion",1670
73,"Otros",23,"Proyecto de Investigacion",4418
73,"Miembro equipo de trabajo",13,"Proyecto de Investigacion",10164
73,"Otros",13,"Proyecto de Investigacion",4931
73,"Otros",13,"Proyecto de Investigacion",1613
73,"Otros",92,"Proyecto de Investigacion",4453
73,"Otros",77,"Proyecto de Investigacion",4452
73,"Miembro ordinario",13,"Proyecto de Investigacion",4506
73,"Miembro extraordinario",26,"Proyecto de Investigacion",4507
73,"Otros",74,"Proyecto de Investigacion",4932
73,"Miembro extraordinario",13,"Proyecto de Investigacion",4495
73,"Miembro extraordinario",26,"Proyecto de Investigacion",4489
73,"Otros",13,"Proyecto de Investigacion",4451
73,"Miembro ordinario",26,"Proyecto de Investigacion",4496
73,"Otros",208,"Proyecto de Investigacion",5513
73,"Otros",238,"Proyecto de Investigacion",5508
73,"Otros",26,"Proyecto de Investigacion",1676
73,"Otros",13,"Proyecto de Investigacion",4459
73,"Otros",26,"Proyecto de Investigacion",4460
73,"Miembro ordinario",13,"Proyecto de Investigacion",4488
73,"Otros",13,"Proyecto de Investigacion",4472
73,"Otros",26,"Proyecto de Investigacion",4473
73,"Miembro ordinario",13,"Proyecto de Investigacion",4512
73,"Miembro ordinario",26,"Proyecto de Investigacion",4513
73,"Otros",12,"Proyecto de Investigacion",4313
73,"Otros",26,"Proyecto de Investigacion",4314
73,"Otros",26,"Proyecto de Investigacion",4332
73,"Otros",26,"Proyecto de Investigacion",4343
73,"Otros",26,"Proyecto de Investigacion",4439
73,"Otros",92,"Proyecto de Investigacion",4344
73,"Otros",13,"Proyecto de Investigacion",4438
73,"Otros",13,"Proyecto de Investigacion",4417
73,"Miembro equipo de trabajo",13,"Proyecto de Investigacion",10163
74,"Miembro ordinario",27,"Proyecto de Investigacion",1631
74,"Miembro extraordinario",16,"Proyecto de Investigacion",1639
74,"Miembro extraordinario",18,"Proyecto de Investigacion",1684
75,"Miembro ordinario",346,"Proyecto de Investigacion",1624
75,"Miembro extraordinario",15,"Proyecto de Investigacion",1846
76,"Miembro ordinario",26,"Proyecto de Investigacion",1614
76,"Miembro extraordinario",13,"Proyecto de Investigacion",1677
77,"Miembro extraordinario",24,"Proyecto de Investigacion",1671
77,"Miembro ordinario",22,"Proyecto de Investigacion",1662
77,"Miembro extraordinario",1351,"Proyecto de Investigacion",15674
78,"Miembro ordinario",26,"Proyecto de Investigacion",1678
78,"Miembro extraordinario",13,"Proyecto de Investigacion",1615
79,"Miembro ordinario",389,"Proyecto de Investigacion",1854
80,"Miembro ordinario",27,"Proyecto de Investigacion",1685
81,"Miembro ordinario",27,"Proyecto de Investigacion",1686
81,"Miembro ordinario",258,"Proyecto de Investigacion",1829
82,"Otros",219,"Proyecto de Investigacion",5522
82,"Otros",248,"Proyecto de Investigacion",5523
82,"Miembro ordinario",248,"Proyecto de Investigacion",1824
82,"Otros",7,"Proyecto de Investigacion",4380
82,"Otros",21,"Proyecto de Investigacion",4381
83,"Otros",256,"Proyecto de Investigacion",5524
83,"Miembro ordinario",27,"Proyecto de Investigacion",1687
83,"Otros",12,"Proyecto de Investigacion",4419
83,"Otros",12,"Proyecto de Investigacion",4365
83,"Miembro ordinario",249,"Proyecto de Investigacion",1826
83,"Otros",7,"Proyecto de Investigacion",4455
83,"Otros",12,"Proyecto de Investigacion",4470
83,"Otros",7,"Proyecto de Investigacion",4469
83,"Miembro ordinario",12,"Proyecto de Investigacion",1610
83,"Miembro ordinario",199,"Proyecto de Investigacion",5536
83,"Otros",199,"Proyecto de Investigacion",5534
83,"Miembro extraordinario",12,"Proyecto de Investigacion",4501
83,"Otros",7,"Proyecto de Investigacion",4387
83,"Otros",7,"Proyecto de Investigacion",4364
83,"Otros",12,"Proyecto de Investigacion",4456
83,"Otros",12,"Proyecto de Investigacion",4388
83,"Otros",12,"Proyecto de Investigacion",4392
83,"Miembro extraordinario",7,"Proyecto de Investigacion",4500
83,"Miembro ordinario",18,"Proyecto de Investigacion",1640
83,"Otros",12,"Proyecto de Investigacion",4428
83,"Otros",7,"Proyecto de Investigacion",4427
83,"Otros",257,"Proyecto de Investigacion",5519
83,"Otros",12,"Proyecto de Investigacion",4379
83,"Otros",12,"Proyecto de Investigacion",4363
84,"Miembro ordinario",25,"Proyecto de Investigacion",1674
84,"Miembro ordinario",9,"Proyecto de Investigacion",1603
84,"Miembro ordinario",4,"Proyecto de Investigacion",1593
84,"Miembro ordinario",20,"Proyecto de Investigacion",1651
85,"Miembro ordinario",14,"Proyecto de Investigacion",1620
85,"Miembro ordinario",11,"Proyecto de Investigacion",1608
86,"Miembro ordinario",59,"Proyecto de Investigacion",1699
86,"Miembro ordinario",19,"Proyecto de Investigacion",1647
87,"Miembro ordinario",18,"Proyecto de Investigacion",1641
87,"Miembro ordinario",15,"Proyecto de Investigacion",1625
87,"Miembro ordinario",27,"Proyecto de Investigacion",1688
88,"Miembro ordinario",27,"Proyecto de Investigacion",1689
88,"Miembro ordinario",15,"Proyecto de Investigacion",1626
88,"Miembro ordinario",18,"Proyecto de Investigacion",1642
89,"Miembro ordinario",4,"Proyecto de Investigacion",1594
89,"Miembro extraordinario",1351,"Proyecto de Investigacion",15667
90,"Miembro ordinario",238,"Proyecto de Investigacion",1822
90,"Miembro ordinario",26,"Proyecto de Investigacion",1679
90,"Miembro ordinario",248,"Proyecto de Investigacion",1825
91,"Miembro ordinario",388,"Proyecto de Investigacion",1853
92,"Miembro ordinario",208,"Proyecto de Investigacion",1819
92,"Otros",92,"Proyecto de Investigacion",4362
92,"Otros",92,"Proyecto de Investigacion",4350
92,"Otros",208,"Proyecto de Investigacion",5515
92,"Otros",251,"Proyecto de Investigacion",5516
92,"Otros",208,"Proyecto de Investigacion",5517
92,"Miembro ordinario",18,"Proyecto de Investigacion",1643
92,"Otros",208,"Proyecto de Investigacion",5518
93,"Miembro ordinario",4,"Proyecto de Investigacion",1595
94,"Miembro ordinario",8,"Proyecto de Investigacion",1600
94,"Otros",6,"Proyecto de Investigacion",4442
94,"Miembro ordinario",8,"Proyecto de Investigacion",4511
94,"Otros",8,"Proyecto de Investigacion",4375
94,"Miembro extraordinario",6,"Proyecto de Investigacion",4493
94,"Miembro ordinario",6,"Proyecto de Investigacion",4510
94,"Otros",8,"Proyecto de Investigacion",4347
94,"Otros",6,"Proyecto de Investigacion",4374
94,"Otros",6,"Proyecto de Investigacion",4477
94,"Otros",8,"Proyecto de Investigacion",4478
94,"Otros",8,"Proyecto de Investigacion",4322
94,"Otros",8,"Proyecto de Investigacion",4444
94,"Otros",259,"Proyecto de Investigacion",5530
94,"Miembro ordinario",8,"Proyecto de Investigacion",4494
94,"Otros",8,"Proyecto de Investigacion",4443
94,"Otros",8,"Proyecto de Investigacion",4420
95,"Miembro ordinario",12,"Proyecto de Investigacion",1611
95,"Miembro ordinario",21,"Proyecto de Investigacion",1654
95,"Miembro ordinario",238,"Proyecto de Investigacion",1823
97,"Miembro ordinario",21,"Proyecto de Investigacion",1655
98,"Miembro ordinario",21,"Proyecto de Investigacion",1656
99,"Miembro ordinario",21,"Proyecto de Investigacion",1657
100,"Miembro ordinario",18,"Proyecto de Investigacion",1644
100,"Miembro ordinario",208,"Proyecto de Investigacion",1820
100,"Miembro ordinario",251,"Proyecto de Investigacion",1827
101,"Otros",30,"Proyecto de Investigacion",5180
101,"Otros",36,"Proyecto de Investigacion",5181
101,"Otros",275,"Proyecto de Investigacion",6539
101,"Otros",260,"Proyecto de Investigacion",6365
101,"Otros",260,"Proyecto de Investigacion",6353
101,"Otros",260,"Proyecto de Investigacion",6344
101,"Otros",260,"Proyecto de Investigacion",6343
101,"Otros",262,"Proyecto de Investigacion",6341
101,"Otros",260,"Proyecto de Investigacion",6340
101,"Otros",265,"Proyecto de Investigacion",6336
101,"Otros",263,"Proyecto de Investigacion",6335
101,"Otros",260,"Proyecto de Investigacion",6334
101,"Otros",260,"Proyecto de Investigacion",6332
101,"Otros",30,"Proyecto de Investigacion",5097
101,"Otros",37,"Proyecto de Investigacion",5098
101,"Otros",38,"Proyecto de Investigacion",5106
101,"Otros",43,"Proyecto de Investigacion",5109
101,"Otros",31,"Proyecto de Investigacion",5112
101,"Otros",40,"Proyecto de Investigacion",5113
101,"Otros",31,"Proyecto de Investigacion",5119
101,"Otros",37,"Proyecto de Investigacion",5120
101,"Otros",61,"Proyecto de Investigacion",5151
101,"Miembro ordinario",260,"Proyecto de Investigacion",1832
102,"Miembro ordinario",93,"Proyecto de Investigacion",5072
102,"Miembro extraordinario",92,"Proyecto de Investigacion",5071
102,"Otros",54,"Proyecto de Investigacion",4623
102,"Otros",92,"Proyecto de Investigacion",4624
102,"Otros",92,"Proyecto de Investigacion",5002
102,"Otros",97,"Proyecto de Investigacion",5001
102,"Miembro ordinario",92,"Proyecto de Investigacion",5055
102,"Miembro extraordinario",94,"Proyecto de Investigacion",5056
102,"Miembro ordinario",94,"Proyecto de Investigacion",5073
102,"Otros",72,"Proyecto de Investigacion",5026
102,"Otros",89,"Proyecto de Investigacion",5028
102,"Otros",92,"Proyecto de Investigacion",5000
102,"Miembro ordinario",13,"Proyecto de Investigacion",1616
102,"Otros",92,"Proyecto de Investigacion",4955
102,"Otros",71,"Proyecto de Investigacion",4954
102,"Otros",95,"Proyecto de Investigacion",5020
102,"Otros",74,"Proyecto de Investigacion",5027
102,"Otros",92,"Proyecto de Investigacion",5019
102,"Otros",149,"Proyecto de Investigacion",6299
102,"Otros",85,"Proyecto de Investigacion",5018
102,"Otros",97,"Proyecto de Investigacion",6305
102,"Otros",92,"Proyecto de Investigacion",5029
102,"Otros",92,"Proyecto de Investigacion",5016
102,"Otros",97,"Proyecto de Investigacion",5004
102,"Otros",96,"Proyecto de Investigacion",5003
102,"Miembro extraordinario",97,"Proyecto de Investigacion",6312
102,"Miembro ordinario",92,"Proyecto de Investigacion",1705
103,"Miembro ordinario",9,"Proyecto de Investigacion",1604
104,"Miembro ordinario",25,"Proyecto de Investigacion",1675
105,"Miembro ordinario",21,"Proyecto de Investigacion",1658
106,"Miembro extraordinario",81,"Proyecto de Investigacion",1701
106,"Miembro extraordinario",19,"Proyecto de Investigacion",1648
106,"Miembro ordinario",20,"Proyecto de Investigacion",1652
107,"Miembro ordinario",208,"Proyecto de Investigacion",1821
107,"Miembro ordinario",92,"Proyecto de Investigacion",1706
107,"Miembro ordinario",167,"Proyecto de Investigacion",1814
108,"Otros",166,"Proyecto de Investigacion",6382
108,"Miembro ordinario",258,"Proyecto de Investigacion",1830
108,"Miembro ordinario",23,"Proyecto de Investigacion",4490
108,"Miembro ordinario",23,"Proyecto de Investigacion",1667
108,"Otros",153,"Proyecto de Investigacion",6381
108,"Otros",23,"Proyecto de Investigacion",4382
108,"Otros",23,"Proyecto de Investigacion",4359
108,"Otros",40,"Proyecto de Investigacion",5254
108,"Otros",23,"Proyecto de Investigacion",5253
109,"Miembro ordinario",19,"Proyecto de Investigacion",1649
110,"Miembro extraordinario",75,"Proyecto de Investigacion",4823
110,"Miembro ordinario",157,"Proyecto de Investigacion",1812
110,"Miembro extraordinario",181,"Proyecto de Investigacion",6209
110,"Otros",181,"Proyecto de Investigacion",6165
110,"Miembro extraordinario",361,"Proyecto de Investigacion",6510
110,"Otros",57,"Proyecto de Investigacion",4563
110,"Otros",57,"Proyecto de Investigacion",4551
110,"Miembro ordinario",23,"Proyecto de Investigacion",1668
110,"Miembro ordinario",181,"Proyecto de Investigacion",6252
110,"Miembro ordinario",258,"Proyecto de Investigacion",1831
110,"Miembro ordinario",163,"Proyecto de Investigacion",6208
110,"Miembro ordinario",181,"Proyecto de Investigacion",1816
110,"Otros",181,"Proyecto de Investigacion",6045
110,"Otros",181,"Proyecto de Investigacion",6040
111,"Miembro equipo de trabajo",8,"Proyecto de Investigacion",10171
111,"Miembro ordinario",8,"Proyecto de Investigacion",1601
112,"Miembro equipo de trabajo",5,"Proyecto de Investigacion",10172
112,"Miembro equipo de trabajo",5,"Proyecto de Investigacion",10173
112,"Miembro ordinario",5,"Proyecto de Investigacion",1597
113,"Miembro extraordinario",21,"Proyecto de Investigacion",1659
114,"Miembro equipo de trabajo",16,"Proyecto de Investigacion",10174
114,"Miembro equipo de trabajo",16,"Proyecto de Investigacion",10175
114,"Miembro extraordinario",16,"Proyecto de Investigacion",1632
114,"Miembro ordinario",27,"Proyecto de Investigacion",1690
115,"Miembro extraordinario",182,"Proyecto de Investigacion",5722
115,"Otros",109,"Proyecto de Investigacion",5541
115,"Miembro extraordinario",18,"Proyecto de Investigacion",1645
115,"Miembro ordinario",329,"Proyecto de Investigacion",6439
115,"Miembro extraordinario",109,"Proyecto de Investigacion",1713
115,"Miembro ordinario",15,"Proyecto de Investigacion",1627
115,"Otros",107,"Proyecto de Investigacion",5550
115,"Miembro extraordinario",109,"Proyecto de Investigacion",5721
115,"Miembro ordinario",109,"Proyecto de Investigacion",5696
115,"Miembro ordinario",103,"Proyecto de Investigacion",5695
115,"Miembro extraordinario",109,"Proyecto de Investigacion",5688
115,"Miembro ordinario",103,"Proyecto de Investigacion",5687
115,"Otros",171,"Proyecto de Investigacion",5660
115,"Otros",110,"Proyecto de Investigacion",5659
115,"Otros",109,"Proyecto de Investigacion",5658
115,"Otros",109,"Proyecto de Investigacion",5657
115,"Otros",103,"Proyecto de Investigacion",5656
115,"Otros",109,"Proyecto de Investigacion",5637
115,"Otros",107,"Proyecto de Investigacion",5636
115,"Otros",132,"Proyecto de Investigacion",5631
115,"Otros",109,"Proyecto de Investigacion",5630
115,"Otros",103,"Proyecto de Investigacion",5629
115,"Otros",109,"Proyecto de Investigacion",5614
115,"Otros",132,"Proyecto de Investigacion",5610
115,"Otros",109,"Proyecto de Investigacion",5609
115,"Otros",103,"Proyecto de Investigacion",5608
115,"Otros",107,"Proyecto de Investigacion",5540
115,"Otros",109,"Proyecto de Investigacion",5551
116,"Miembro ordinario",17,"Proyecto de Investigacion",1635
116,"Miembro extraordinario",27,"Proyecto de Investigacion",1691
116,"Miembro extraordinario",22,"Proyecto de Investigacion",1664
117,"Miembro ordinario",13,"Proyecto de Investigacion",1617
118,"Miembro ordinario",22,"Proyecto de Investigacion",1665
119,"Miembro ordinario",26,"Proyecto de Investigacion",1680
119,"Miembro ordinario",13,"Proyecto de Investigacion",1618
120,"Miembro ordinario",5,"Proyecto de Investigacion",1598
121,"Miembro ordinario",17,"Proyecto de Investigacion",1636
122,"Otros",14,"Proyecto de Investigacion",1609
122,"Miembro ordinario",11,"Proyecto de Investigacion",1621
123,"Miembro equipo de trabajo",22,"Proyecto de Investigacion",10179
123,"Miembro ordinario",24,"Proyecto de Investigacion",1672
123,"Miembro ordinario",22,"Proyecto de Investigacion",1666
124,"Miembro ordinario",12,"Proyecto de Investigacion",6424
124,"Miembro extraordinario",7,"Proyecto de Investigacion",11239
124,"Miembro extraordinario",199,"Proyecto de Investigacion",11240
125,"Miembro ordinario",24,"Proyecto de Investigacion",1987
125,"Miembro extraordinario",22,"Proyecto de Investigacion",2000
126,"Otros",23,"Proyecto de Investigacion",1990
