"research_id","role","author_id","name","responsible_id"
3957,"Asesor",184,"Proyecto de Tesis",15903
3959,"Tesista",3481,"Proyecto de Tesis",15905
3959,"Asesor",129,"Proyecto de Tesis",15906
3961,"Tesista",3482,"Proyecto de Tesis",15907
3961,"Asesor",332,"Proyecto de Tesis",15908
3963,"Asesor",184,"Proyecto de Tesis",15910
3963,"Tesista",3483,"Proyecto de Tesis",15909
3965,"Tesista",3484,"Proyecto de Tesis",15912
3965,"Asesor",329,"Proyecto de Tesis",15913
3967,"Tesista",3485,"Proyecto de Tesis",15916
3967,"Asesor",128,"Proyecto de Tesis",15917
3969,"Asesor",52,"Proyecto de Tesis",15919
3969,"Tesista",3486,"Proyecto de Tesis",15918
3971,"Tesista",3487,"Proyecto de Tesis",15920
3973,"Asesor",141,"Proyecto de Tesis",15922
3973,"Tesista",3345,"Proyecto de Tesis",15921
3975,"Asesor",53,"Proyecto de Tesis",15925
3975,"Tesista",3488,"Proyecto de Tesis",15924
3978,"Tesista",3489,"Proyecto de Tesis",15928
3978,"Asesor",53,"Proyecto de Tesis",15929
3980,"Asesor",11,"Proyecto de Tesis",15931
3980,"Tesista",3490,"Proyecto de Tesis",15930
3982,"Tesista",3364,"Proyecto de Tesis",15932
3982,"Asesor",358,"Proyecto de Tesis",15933
3984,"Tesista",3491,"Proyecto de Tesis",15934
3984,"Asesor",11,"Proyecto de Tesis",15935
3986,"Tesista",3492,"Proyecto de Tesis",15936
3986,"Asesor",140,"Proyecto de Tesis",15937
3988,"Asesor",25,"Proyecto de Tesis",15939
3988,"Tesista",3493,"Proyecto de Tesis",15938
3990,"Tesista",3494,"Proyecto de Tesis",15940
3990,"Asesor",67,"Proyecto de Tesis",15941
3992,"Tesista",3495,"Proyecto de Tesis",15942
3992,"Asesor",64,"Proyecto de Tesis",15943
3994,"Tesista",3496,"Proyecto de Tesis",15944
3994,"Asesor",128,"Proyecto de Tesis",15945
3996,"Tesista",3497,"Proyecto de Tesis",15946
3996,"Asesor",129,"Proyecto de Tesis",15947
3998,"Tesista",3498,"Proyecto de Tesis",15948
3998,"Asesor",123,"Proyecto de Tesis",15949
4000,"Tesista",3499,"Proyecto de Tesis",15950
4000,"Asesor",144,"Proyecto de Tesis",15951
4002,"Asesor",337,"Proyecto de Tesis",15953
4002,"Tesista",3500,"Proyecto de Tesis",15952
4005,"Tesista",3501,"Proyecto de Tesis",15957
4005,"Asesor",109,"Proyecto de Tesis",15958
