"role_name","outcome_id","author_id"
"Miembro ordinario",3535,103
"Miembro ordinario",3521,103
"Miembro ordinario",3520,103
"Miembro ordinario",3512,103
"Miembro ordinario",3509,103
"Miembro ordinario",3503,103
"Miembro ordinario",3501,103
"Miembro ordinario",3478,103
"Miembro ordinario",3474,103
"Miembro extraordinario",3552,109
"Miembro extraordinario",3539,109
"Miembro extraordinario",3535,109
"Miembro extraordinario",3521,109
"Miembro extraordinario",3520,109
"Miembro extraordinario",3512,109
"Miembro extraordinario",3509,109
"Miembro extraordinario",3503,109
"Miembro extraordinario",3501,109
"Miembro extraordinario",3478,109
"Miembro extraordinario",3474,109
"Miembro ordinario",3552,103
"Miembro ordinario",3539,103
"Miembro ordinario",3535,103
"Miembro ordinario",3521,103
"Miembro ordinario",3520,103
"Miembro ordinario",3512,103
"Miembro ordinario",3509,103
"Miembro ordinario",3503,103
"Miembro ordinario",3501,103
"Miembro ordinario",3478,103
"Miembro ordinario",3474,103
"Miembro ordinario",3552,109
"Miembro ordinario",3539,109
"Miembro ordinario",3535,109
"Miembro ordinario",3521,109
"Miembro ordinario",3520,109
"Miembro ordinario",3512,109
"Miembro ordinario",3509,109
"Miembro ordinario",3503,109
"Miembro ordinario",3501,109
"Miembro ordinario",3478,109
"Miembro ordinario",3474,109
"Miembro extraordinario",3552,109
"Miembro extraordinario",3539,109
"Miembro extraordinario",3535,109
"Miembro extraordinario",3521,109
"Miembro extraordinario",3520,109
"Miembro extraordinario",3512,109
"Miembro extraordinario",3509,109
"Miembro extraordinario",3503,109
"Miembro extraordinario",3501,109
"Miembro extraordinario",3478,109
"Miembro extraordinario",3474,109
"Miembro extraordinario",3552,182
"Miembro extraordinario",3539,182
"Miembro extraordinario",3474,182
"Miembro extraordinario",3478,182
"Miembro extraordinario",3501,182
"Miembro extraordinario",3503,182
"Miembro extraordinario",3509,182
"Miembro extraordinario",3512,182
"Miembro extraordinario",3520,182
"Miembro extraordinario",3521,182
"Miembro ordinario",NULL,17
"Miembro extraordinario",NULL,22
"Miembro extraordinario",NULL,27
"Miembro ordinario",NULL,13
"Miembro ordinario",NULL,22
"Miembro ordinario",NULL,26
"Miembro ordinario",NULL,13
"Miembro ordinario",NULL,5
"Miembro ordinario",NULL,17
"Otros",NULL,14
"Miembro ordinario",NULL,11
"Miembro equipo de trabajo",NULL,22
"Miembro ordinario",NULL,22
"Miembro ordinario",NULL,24
"Miembro extraordinario",3472,7
"Miembro ordinario",3472,12
"Miembro extraordinario",3472,199
"Miembro ordinario",NULL,24
"Miembro extraordinario",NULL,22
"Otros",NULL,24
"Otros",NULL,23
"Miembro equipo de trabajo",NULL,23
"Miembro extraordinario",NULL,26
"Miembro ordinario",NULL,13
"Miembro extraordinario",3921,123
"Miembro extraordinario",3921,159
"Miembro extraordinario",3899,159
"Miembro ordinario",3895,23
"Miembro ordinario",3921,23
"Miembro extraordinario",3928,159
"Miembro extraordinario",3871,123
"Miembro extraordinario",3884,123
"Miembro extraordinario",3895,159
"Miembro extraordinario",3884,159
"Miembro extraordinario",3871,159
"Miembro ordinario",3884,23
"Miembro ordinario",3899,23
"Miembro ordinario",3910,23
"Miembro ordinario",3871,23
"Miembro ordinario",3928,23
"Miembro extraordinario",3928,123
"Miembro extraordinario",3910,123
"Miembro extraordinario",3895,123
"Miembro extraordinario",3910,159
"Miembro extraordinario",3899,123
"Miembro extraordinario",NULL,12
"Miembro ordinario",NULL,7
"Miembro ordinario",NULL,18
"Miembro extraordinario",NULL,26
"Miembro ordinario",NULL,13
"Miembro extraordinario",NULL,15
"Miembro ordinario",NULL,1351
"Miembro ordinario",NULL,19
"Miembro extraordinario",NULL,128
"Miembro extraordinario",NULL,123
"Miembro ordinario",NULL,126
"Miembro extraordinario",NULL,26
"Miembro ordinario",NULL,13
"Miembro extraordinario",NULL,9
"Miembro ordinario",NULL,25
"Miembro extraordinario",NULL,13
"Miembro ordinario",NULL,26
"Miembro extraordinario",NULL,59
"Miembro extraordinario",NULL,19
"Miembro ordinario",NULL,17
"Miembro extraordinario",NULL,199
"Miembro extraordinario",NULL,7
"Miembro ordinario",NULL,325
"Miembro ordinario",NULL,9
"Miembro ordinario",NULL,13
"Miembro extraordinario",NULL,18
"Miembro ordinario",NULL,15
"Miembro extraordinario",NULL,346
"Miembro ordinario",NULL,402
"Miembro extraordinario",NULL,145
"Miembro ordinario",NULL,25
"Miembro extraordinario",NULL,11
"Miembro extraordinario",NULL,21
"Miembro extraordinario",NULL,19
"Miembro ordinario",NULL,208
"Miembro extraordinario",NULL,238
"Miembro ordinario",NULL,12
"Miembro extraordinario",NULL,26
"Miembro ordinario",NULL,208
"Miembro ordinario",NULL,23
"Miembro extraordinario",NULL,258
"Miembro ordinario",3983,89
"Miembro ordinario",4058,89
"Miembro ordinario",4008,89
"Miembro ordinario",3990,89
"Miembro ordinario",3958,89
"Miembro ordinario",3553,89
"Miembro extraordinario",NULL,13
"Miembro ordinario",NULL,92
"Miembro ordinario",NULL,4
"Miembro extraordinario",NULL,13
"Miembro ordinario",3851,21
"Miembro ordinario",3843,21
"Miembro extraordinario",3858,65
"Miembro extraordinario",3854,65
"Miembro extraordinario",3843,65
"Miembro ordinario",3821,21
"Miembro ordinario",3820,21
"Miembro extraordinario",3803,12
"Miembro ordinario",3815,21
"Miembro extraordinario",3805,12
"Miembro extraordinario",3731,12
"Miembro extraordinario",3708,12
"Miembro extraordinario",3832,65
"Miembro extraordinario",3851,65
"Miembro extraordinario",3815,12
"Miembro ordinario",3858,21
"Miembro extraordinario",3717,65
"Miembro extraordinario",3731,65
"Miembro extraordinario",3753,65
"Miembro extraordinario",3803,65
"Miembro extraordinario",3805,65
"Miembro ordinario",3839,21
"Miembro extraordinario",3815,65
"Miembro extraordinario",3708,65
"Miembro ordinario",3832,21
"Miembro extraordinario",3858,12
"Miembro extraordinario",3839,12
"Miembro extraordinario",3832,12
"Miembro extraordinario",3821,12
"Miembro ordinario",3708,21
"Miembro extraordinario",3717,12
"Miembro extraordinario",3839,65
"Miembro extraordinario",3753,12
"Miembro extraordinario",3843,12
"Miembro extraordinario",3820,12
"Miembro extraordinario",3854,12
"Miembro extraordinario",3851,12
"Miembro extraordinario",3821,65
"Miembro ordinario",3805,21
"Miembro ordinario",3803,21
"Miembro ordinario",3753,21
"Miembro ordinario",3731,21
"Miembro extraordinario",3820,65
"Miembro ordinario",3854,21
"Miembro ordinario",3717,21
"Miembro ordinario",NULL,387
"Miembro extraordinario",NULL,27
"Miembro ordinario",NULL,15
"Miembro extraordinario",NULL,18
"Miembro extraordinario",NULL,15
"Miembro extraordinario",NULL,27
"Miembro ordinario",NULL,18
"Miembro extraordinario",NULL,92
"Miembro ordinario",NULL,208
"Miembro extraordinario",NULL,257
"Miembro extraordinario",NULL,7
"Miembro ordinario",NULL,12
"Miembro extraordinario",NULL,92
"Miembro ordinario",NULL,20
"Miembro extraordinario",NULL,92
"Miembro ordinario",NULL,208
"Miembro ordinario",NULL,12
"Miembro extraordinario",NULL,7
"Miembro ordinario",NULL,12
"Miembro extraordinario",NULL,257
"Miembro ordinario",NULL,12
"Miembro ordinario",NULL,12
"Miembro ordinario",NULL,4
"Miembro extraordinario",NULL,16
"Miembro ordinario",NULL,27
"Miembro ordinario",NULL,12
"Miembro extraordinario",NULL,27
"Miembro extraordinario",NULL,157
"Miembro ordinario",NULL,1351
"Miembro ordinario",NULL,5
"Miembro extraordinario",NULL,12
"Miembro ordinario",NULL,7
"Miembro extraordinario",NULL,259
"Miembro ordinario",NULL,23
"Miembro ordinario",NULL,5
"Miembro ordinario",NULL,17
"Miembro extraordinario",3354,6
"Miembro ordinario",3354,8
"Miembro ordinario",NULL,17
"Miembro extraordinario",3920,323
"Miembro ordinario",3891,23
"Miembro extraordinario",3894,323
"Miembro extraordinario",3908,323
"Miembro ordinario",3920,23
"Miembro ordinario",3908,23
"Miembro ordinario",3894,23
"Miembro extraordinario",3891,323
"Miembro ordinario",NULL,20
"Miembro extraordinario",NULL,81
"Miembro extraordinario",NULL,19
"Miembro extraordinario",NULL,199
"Miembro ordinario",NULL,5
"Miembro ordinario",NULL,27
"Miembro extraordinario",NULL,18
"Miembro extraordinario",NULL,15
"Miembro extraordinario",4085,346
"Miembro ordinario",4085,15
"Miembro ordinario",4092,15
"Miembro extraordinario",4092,346
"Miembro extraordinario",4085,18
"Miembro extraordinario",4092,18
"Miembro extraordinario",4085,335
"Miembro extraordinario",4092,335
"Miembro extraordinario",NULL,199
"Miembro ordinario",NULL,7
"Miembro extraordinario",NULL,12
"Miembro ordinario",NULL,6
"Miembro extraordinario",NULL,135
"Miembro ordinario",NULL,26
"Miembro extraordinario",NULL,5
"Miembro extraordinario",NULL,21
"Miembro ordinario",NULL,4
"Miembro ordinario",NULL,5
"Miembro ordinario",NULL,250
"Otros",4067,235
"Otros",4071,235
"Otros",4080,235
"Otros",4091,235
"Otros",3954,235
"Otros",3979,235
"Otros",4028,235
"Otros",4034,235
"Otros",4050,235
"Otros",4063,235
"Otros",4067,235
"Otros",4071,235
"Otros",4080,235
"Otros",4091,235
"Miembro extraordinario",4071,235
"Miembro extraordinario",4067,235
"Miembro extraordinario",4063,235
"Miembro extraordinario",4050,235
"Miembro extraordinario",4034,235
"Miembro extraordinario",4028,235
"Miembro extraordinario",3979,235
"Miembro extraordinario",3954,235
"Otros",4050,71
"Otros",4063,71
"Otros",4091,278
"Otros",4080,278
"Otros",4071,278
"Otros",4067,278
"Otros",4063,278
"Otros",4050,278
"Otros",4034,278
"Otros",4028,278
"Otros",3954,235
"Otros",3979,235
"Otros",4028,235
"Otros",4034,235
"Otros",4050,235
"Otros",4063,235
"Otros",4067,235
"Otros",4071,235
"Otros",4080,235
"Otros",4091,235
"Otros",3979,278
"Otros",3954,278
"Otros",4067,71
"Otros",4071,71
"Otros",4080,71
"Otros",4091,71
"Otros",3954,71
"Otros",3979,71
"Otros",4028,71
"Otros",4034,71
"Otros",4050,71
"Miembro ordinario",4091,366
"Miembro ordinario",4080,366
"Miembro ordinario",4071,366
"Miembro ordinario",4067,366
"Miembro ordinario",4063,366
"Miembro ordinario",4050,366
"Miembro ordinario",4034,366
"Miembro ordinario",4028,366
"Miembro ordinario",3979,366
"Miembro ordinario",3954,366
"Miembro ordinario",4067,247
"Miembro extraordinario",4080,366
"Miembro extraordinario",4091,366
"Miembro extraordinario",4071,366
"Miembro extraordinario",4067,366
"Miembro extraordinario",4063,366
"Miembro extraordinario",4050,366
"Miembro extraordinario",4034,366
"Miembro extraordinario",4028,366
"Miembro extraordinario",3979,366
"Miembro extraordinario",3954,366
"Miembro extraordinario",4091,399
"Miembro extraordinario",4080,399
"Miembro extraordinario",4071,399
"Miembro extraordinario",4067,399
"Miembro extraordinario",4063,399
"Miembro extraordinario",4050,399
"Miembro extraordinario",4034,399
"Miembro extraordinario",4028,399
"Miembro extraordinario",3979,399
"Miembro extraordinario",3954,399
"Otros",4063,71
"Otros",4067,71
"Otros",4071,71
"Otros",4080,71
"Otros",4091,71
"Otros",3954,71
"Otros",3979,71
"Otros",4028,71
"Otros",4034,71
"Otros",4050,71
"Otros",4063,71
"Otros",4067,71
"Otros",4071,71
"Otros",4080,71
"Otros",4091,71
"Otros",3954,96
"Otros",3979,96
"Otros",4028,96
"Otros",4034,96
"Otros",4050,96
"Otros",4063,96
"Otros",4067,96
"Otros",4071,96
"Otros",4080,96
"Otros",4091,96
"Otros",3954,94
"Otros",3979,94
"Otros",4028,94
"Otros",4034,94
"Otros",4050,94
"Otros",4063,94
"Otros",4067,94
"Otros",4071,94
"Otros",4080,94
"Otros",4091,94
"Otros",3954,71
"Otros",3979,71
"Otros",4028,71
"Otros",4034,71
"Otros",4050,71
"Otros",4063,71
"Otros",4091,71
"Otros",4080,71
"Otros",4071,71
"Otros",4067,71
"Otros",4063,71
"Otros",4050,71
"Otros",4034,71
"Otros",4028,71
"Otros",3979,71
"Otros",3954,71
"Otros",4067,71
"Otros",4071,71
"Otros",4080,71
"Otros",4091,71
"Miembro ordinario",4091,71
"Miembro ordinario",4080,71
"Miembro ordinario",4071,71
"Miembro ordinario",4067,71
"Miembro ordinario",4063,71
"Miembro ordinario",4050,71
"Miembro ordinario",4034,71
"Miembro ordinario",4028,71
"Miembro ordinario",3979,71
"Miembro ordinario",3954,71
"Otros",3954,94
"Otros",3979,94
"Otros",4028,94
"Otros",4034,94
"Otros",4050,94
"Otros",4063,94
"Otros",4067,94
"Otros",4071,94
"Otros",4080,94
"Otros",4091,94
"Otros",3954,71
"Otros",3979,71
"Otros",4028,71
"Otros",4034,71
"Otros",4050,71
"Otros",4063,71
"Otros",4067,71
"Otros",4071,71
"Miembro extraordinario",4091,71
"Miembro extraordinario",4080,71
"Miembro extraordinario",4071,71
"Miembro extraordinario",4067,71
"Miembro extraordinario",4063,71
"Miembro extraordinario",4050,71
"Miembro extraordinario",4034,71
"Miembro extraordinario",4028,71
"Miembro extraordinario",3979,71
"Miembro extraordinario",3954,71
"Otros",4080,71
"Otros",4091,71
"Miembro ordinario",4091,96
"Miembro ordinario",4080,96
"Miembro ordinario",4071,96
"Miembro ordinario",4067,96
"Miembro ordinario",4091,71
"Miembro ordinario",4080,71
"Miembro ordinario",4071,71
"Miembro ordinario",4067,71
"Miembro ordinario",4063,71
"Miembro ordinario",4050,71
"Miembro ordinario",4034,71
"Miembro ordinario",4028,71
"Miembro ordinario",3979,71
"Miembro ordinario",3954,71
"Miembro ordinario",4063,96
"Miembro ordinario",4050,96
"Miembro ordinario",4034,96
"Miembro ordinario",4028,96
"Miembro ordinario",3979,96
"Miembro ordinario",3954,96
"Miembro ordinario",4091,71
"Miembro ordinario",4080,71
"Miembro ordinario",4071,71
"Miembro ordinario",4067,71
"Miembro ordinario",4063,71
"Miembro ordinario",4050,71
"Miembro ordinario",4034,71
"Miembro ordinario",4028,71
"Miembro ordinario",3979,71
"Miembro ordinario",3954,71
"Miembro ordinario",4028,247
"Miembro ordinario",3979,247
"Miembro ordinario",4063,247
"Miembro ordinario",4050,247
"Miembro ordinario",4034,247
"Miembro ordinario",3954,247
"Miembro ordinario",4091,213
"Miembro ordinario",4080,213
"Miembro ordinario",4071,213
"Miembro ordinario",4067,213
"Miembro ordinario",4091,71
"Miembro ordinario",4080,71
"Miembro ordinario",4071,71
"Miembro ordinario",4067,71
"Miembro ordinario",4063,71
"Miembro ordinario",4050,71
"Miembro ordinario",4034,71
"Miembro ordinario",4028,71
"Miembro ordinario",3979,71
"Miembro ordinario",3954,71
"Miembro ordinario",4063,213
"Miembro ordinario",4050,213
"Miembro ordinario",4034,213
"Miembro ordinario",4028,213
"Miembro ordinario",3979,213
"Miembro ordinario",3954,213
"Miembro ordinario",4091,247
"Miembro ordinario",4080,247
"Miembro ordinario",4071,247
"Miembro extraordinario",4071,235
"Miembro extraordinario",4080,235
"Miembro extraordinario",4091,235
"Miembro extraordinario",3954,235
"Miembro extraordinario",3979,235
"Miembro extraordinario",4028,235
"Miembro extraordinario",4034,235
"Miembro extraordinario",4050,235
"Miembro extraordinario",4063,235
"Miembro extraordinario",4067,235
"Miembro extraordinario",4071,235
"Miembro extraordinario",4080,235
"Miembro extraordinario",4091,235
"Miembro extraordinario",4067,235
"Miembro extraordinario",4063,235
"Miembro extraordinario",4050,235
"Miembro extraordinario",4034,235
"Miembro extraordinario",4028,235
"Miembro extraordinario",3979,235
"Miembro extraordinario",3954,235
"Miembro extraordinario",4091,235
"Miembro extraordinario",4080,235
"Miembro extraordinario",3954,235
"Miembro extraordinario",3979,235
"Miembro extraordinario",4028,235
"Miembro extraordinario",4034,235
"Miembro extraordinario",4050,235
"Miembro extraordinario",4063,235
"Miembro extraordinario",4067,235
"Miembro extraordinario",4071,235
"Otros",4034,71
"Otros",4028,71
"Otros",3979,71
"Otros",3954,71
"Miembro extraordinario",4080,235
"Miembro extraordinario",4091,235
"Otros",3954,235
"Otros",3979,235
"Otros",4028,235
"Otros",4034,235
"Otros",4050,235
"Otros",4063,235
"Miembro ordinario",NULL,248
"Miembro ordinario",NULL,249
"Miembro ordinario",NULL,14
"Miembro ordinario",NULL,8
"Miembro ordinario",NULL,11
"Miembro ordinario",NULL,6
"Miembro ordinario",NULL,208
"Miembro ordinario",NULL,19
"Miembro ordinario",NULL,21
"Miembro ordinario",NULL,17
"Miembro extraordinario",NULL,1351
"Miembro ordinario",NULL,15
"Miembro ordinario",NULL,18
"Miembro ordinario",NULL,258
"Miembro ordinario",NULL,27
"Miembro ordinario",NULL,92
"Miembro ordinario",NULL,390
"Miembro ordinario",NULL,19
"Miembro ordinario",NULL,258
"Miembro ordinario",NULL,18
"Miembro ordinario",NULL,27
"Miembro ordinario",NULL,20
"Miembro ordinario",NULL,11
"Miembro ordinario",NULL,4
"Miembro ordinario",NULL,18
"Miembro ordinario",NULL,27
"Miembro ordinario",NULL,19
"Miembro ordinario",NULL,59
"Miembro equipo de trabajo",NULL,19
"Miembro equipo de trabajo",NULL,19
"Miembro extraordinario",NULL,25
"Miembro extraordinario",NULL,1351
"Miembro ordinario",NULL,26
"Miembro equipo de trabajo",NULL,9
"Miembro equipo de trabajo",NULL,9
"Miembro ordinario",NULL,20
"Miembro ordinario",NULL,9
"Miembro ordinario",NULL,20
"Miembro equipo de trabajo",NULL,9
"Miembro equipo de trabajo",NULL,9
"Miembro ordinario",NULL,9
"Miembro ordinario",NULL,25
"Miembro ordinario",NULL,25
"Miembro equipo de trabajo",NULL,9
"Miembro equipo de trabajo",NULL,9
"Miembro extraordinario",NULL,6
"Miembro equipo de trabajo",NULL,6
"Miembro ordinario",NULL,15
"Miembro equipo de trabajo",NULL,6
"Miembro extraordinario",NULL,18
"Miembro extraordinario",NULL,6
"Miembro ordinario",NULL,8
"Miembro ordinario",NULL,23
"Miembro ordinario",NULL,17
"Miembro extraordinario",NULL,6
"Miembro ordinario",NULL,8
"Otros",3960,72
"Miembro extraordinario",4017,277
"Miembro extraordinario",4011,277
"Miembro extraordinario",3987,277
"Miembro extraordinario",3960,277
"Miembro extraordinario",3946,277
"Miembro ordinario",3946,72
"Miembro ordinario",3960,72
"Miembro ordinario",3987,72
"Miembro ordinario",4011,72
"Miembro ordinario",4017,72
"Miembro ordinario",3946,89
"Miembro ordinario",3960,89
"Miembro ordinario",3987,89
"Miembro ordinario",4011,89
"Miembro ordinario",4017,89
"Otros",3987,215
"Otros",3960,215
"Otros",3946,215
"Otros",4011,72
"Otros",3987,72
"Otros",3960,72
"Otros",3946,72
"Otros",4017,72
"Otros",4011,72
"Otros",3987,72
"Otros",3960,72
"Otros",3946,72
"Otros",4017,95
"Otros",4011,95
"Otros",3987,95
"Otros",3960,95
"Otros",3946,95
"Otros",4017,72
"Otros",4011,72
"Otros",3987,72
"Otros",3960,72
"Otros",3946,72
"Otros",4017,72
"Otros",4011,72
"Otros",3987,72
"Otros",3960,72
"Otros",3946,72
"Otros",4017,72
"Otros",4011,72
"Otros",3987,72
"Otros",3946,72
"Otros",4017,72
"Otros",4017,215
"Otros",4011,215
"Otros",3987,215
"Otros",3960,215
"Otros",3946,215
"Otros",4017,215
"Otros",4011,215
"Miembro ordinario",NULL,19
"Miembro extraordinario",NULL,59
"Miembro extraordinario",NULL,7
"Miembro extraordinario",NULL,19
"Miembro extraordinario",NULL,59
"Miembro ordinario",NULL,20
"Miembro extraordinario",NULL,259
"Miembro extraordinario",NULL,8
"Miembro ordinario",NULL,6
"Miembro ordinario",NULL,7
"Miembro equipo de trabajo",NULL,7
"Miembro ordinario",NULL,18
"Otros",NULL,27
"Miembro ordinario",NULL,16
"Miembro ordinario",NULL,8
"Miembro extraordinario",NULL,6
"Miembro ordinario",NULL,12
"Miembro extraordinario",NULL,7
"Miembro extraordinario",NULL,199
"Miembro ordinario",NULL,11
"Otros",NULL,325
"Otros",NULL,14
"Miembro extraordinario",NULL,20
"Miembro ordinario",NULL,9
"Miembro equipo de trabajo",NULL,9
"Miembro equipo de trabajo",NULL,9
"Miembro extraordinario",NULL,25
"Miembro ordinario",NULL,17
"Miembro ordinario",NULL,199
"Miembro extraordinario",NULL,12
"Miembro extraordinario",NULL,7
"Miembro ordinario",NULL,24
"Miembro extraordinario",NULL,325
"Miembro extraordinario",NULL,22
"Miembro extraordinario",NULL,14
"Miembro ordinario",NULL,11
"Miembro ordinario",NULL,346
"Miembro ordinario",NULL,18
"Miembro ordinario",NULL,15
"Miembro ordinario",NULL,335
"Miembro extraordinario",NULL,23
"Miembro ordinario",NULL,9
"Miembro extraordinario",NULL,6
"Miembro ordinario",NULL,8
"Miembro extraordinario",NULL,18
"Miembro ordinario",NULL,27
"Miembro ordinario",NULL,13
"Miembro extraordinario",NULL,410
"Miembro ordinario",NULL,9
"Miembro ordinario",NULL,21
"Miembro ordinario",NULL,23
"Miembro ordinario",NULL,258
"Otros",3692,67
"Otros",3690,67
"Otros",3711,67
"Otros",3848,50
"Otros",3835,50
"Otros",3823,50
"Otros",3800,50
"Otros",3795,50
"Otros",3769,50
"Otros",3768,50
"Otros",3721,50
"Otros",3692,50
"Otros",3690,50
"Otros",3711,50
"Otros",3848,55
"Otros",3835,55
"Otros",3711,153
"Otros",3690,153
"Otros",3692,153
"Otros",3721,153
"Otros",3768,153
"Otros",3769,153
"Otros",3795,153
"Otros",3800,153
"Otros",3823,153
"Otros",3835,153
"Otros",3848,153
"Otros",3711,153
"Otros",3690,153
"Otros",3692,153
"Otros",3721,153
"Otros",3768,153
"Miembro ordinario",3711,67
"Miembro ordinario",3690,67
"Miembro ordinario",3692,67
"Miembro ordinario",3721,67
"Miembro ordinario",3768,67
"Miembro ordinario",3769,67
"Miembro ordinario",3795,67
"Miembro ordinario",3800,67
"Otros",3769,153
"Miembro ordinario",3823,67
"Miembro ordinario",3835,67
"Miembro ordinario",3848,67
"Miembro ordinario",3711,67
"Miembro ordinario",3690,67
"Miembro ordinario",3692,67
"Miembro ordinario",3721,67
"Miembro ordinario",3768,67
"Miembro ordinario",3769,67
"Miembro ordinario",3795,67
"Miembro ordinario",3800,67
"Miembro ordinario",3823,67
"Miembro ordinario",3835,67
"Miembro ordinario",3848,67
"Otros",3711,67
"Otros",3690,67
"Otros",3848,67
"Otros",3835,67
"Otros",3823,67
"Otros",3800,67
"Otros",3795,67
"Otros",3795,153
"Otros",3800,153
"Otros",3823,153
"Otros",3769,67
"Otros",3768,67
"Otros",3721,67
"Otros",3835,153
"Otros",3692,67
"Otros",3690,67
"Otros",3711,67
"Otros",3692,67
"Otros",3721,67
"Otros",3848,63
"Otros",3835,63
"Otros",3823,63
"Otros",3800,63
"Otros",3795,63
"Otros",3769,63
"Otros",3768,63
"Otros",3721,63
"Otros",3692,63
"Otros",3690,63
"Otros",3711,63
"Otros",3848,67
"Otros",3835,67
"Otros",3823,67
"Otros",3800,67
"Otros",3795,67
"Otros",3769,67
"Otros",3768,67
"Otros",3721,67
"Otros",3692,67
"Otros",3690,67
"Otros",3711,67
"Otros",3768,67
"Otros",3848,67
"Otros",3835,67
"Otros",3823,67
"Otros",3800,67
"Otros",3795,67
"Otros",3769,67
"Otros",3768,67
"Otros",3721,67
"Otros",3692,67
"Otros",3690,67
"Otros",3711,67
"Otros",3848,67
"Otros",3835,67
"Otros",3823,67
"Otros",3800,67
"Otros",3795,67
"Otros",3769,67
"Otros",3768,67
"Otros",3721,67
"Otros",3692,67
"Otros",3690,67
"Otros",3711,67
"Otros",3769,67
"Otros",3795,67
"Otros",3800,67
"Otros",3823,67
"Otros",3835,67
"Otros",3848,67
"Otros",3711,67
"Otros",3690,67
"Otros",3692,67
"Otros",3721,67
"Otros",3768,67
"Otros",3769,67
"Otros",3795,67
"Otros",3800,67
"Otros",3823,67
"Otros",3835,67
"Otros",3848,67
"Otros",3711,55
"Otros",3690,55
"Otros",3692,55
"Otros",3721,55
"Otros",3848,153
"Otros",3768,55
"Miembro ordinario",3711,82
"Miembro ordinario",3848,67
"Miembro ordinario",3835,67
"Miembro ordinario",3823,67
"Miembro ordinario",3800,67
"Miembro ordinario",3795,67
"Miembro ordinario",3769,67
"Otros",3769,55
"Miembro ordinario",3768,67
"Otros",3795,55
"Otros",3800,55
"Otros",3823,55
"Miembro ordinario",3721,67
"Miembro ordinario",3692,67
"Miembro ordinario",3690,67
"Miembro ordinario",3711,67
"Miembro ordinario",3848,82
"Miembro ordinario",3835,82
"Miembro ordinario",3823,82
"Miembro ordinario",3800,82
"Miembro ordinario",3795,82
"Miembro ordinario",3769,82
"Miembro ordinario",3768,82
"Miembro ordinario",3721,82
"Miembro ordinario",3711,250
"Miembro ordinario",3690,250
"Miembro ordinario",3692,250
"Miembro ordinario",3721,250
"Miembro ordinario",3768,250
"Miembro ordinario",3769,250
"Miembro ordinario",3795,250
"Miembro ordinario",3800,250
"Miembro ordinario",3692,82
"Miembro ordinario",3690,82
"Miembro ordinario",3823,250
"Miembro ordinario",3835,250
"Miembro ordinario",3848,250
"Otros",3768,67
"Otros",3769,67
"Otros",3721,67
"Otros",3795,67
"Otros",3800,67
"Otros",3823,67
"Otros",3835,67
"Otros",3848,67
"Otros",3711,67
"Otros",3690,67
"Otros",3692,67
"Otros",3721,67
"Otros",3848,67
"Otros",3835,67
"Otros",3823,67
"Otros",3800,67
"Otros",3795,67
"Otros",3769,67
"Otros",3768,67
"Otros",3555,274
"Otros",4115,274
"Otros",4142,274
"Otros",4154,274
"Otros",4183,274
"Otros",4189,274
"Otros",3555,273
"Otros",4115,273
"Otros",4142,273
"Otros",4154,273
"Otros",4183,273
"Otros",4189,273
"Otros",3555,300
"Otros",4115,300
"Otros",4142,300
"Otros",4154,300
"Otros",4183,300
"Otros",4189,300
"Otros",3555,197
"Otros",4115,197
"Otros",4142,197
"Otros",4154,197
"Otros",4183,197
"Otros",4189,197
"Otros",3555,149
"Otros",4115,149
"Otros",4142,149
"Otros",4154,149
"Otros",4183,149
"Otros",4189,149
"Otros",3555,103
"Otros",4115,103
"Otros",4142,103
"Otros",4154,103
"Otros",4183,103
"Otros",4189,103
"Miembro ordinario",3555,300
"Miembro ordinario",4115,300
"Miembro ordinario",4142,300
"Miembro ordinario",4154,300
"Miembro ordinario",4183,300
"Miembro ordinario",4189,300
"Otros",3555,48
"Otros",4115,48
"Otros",4142,48
"Otros",4154,48
"Otros",4183,48
"Otros",4189,48
"Otros",3555,44
"Otros",4115,44
"Otros",4142,44
"Otros",4154,44
"Otros",4183,44
"Otros",4189,44
"Otros",3555,38
"Otros",4115,38
"Otros",4142,38
"Otros",4154,38
"Otros",4183,38
"Otros",4189,38
"Otros",3555,30
"Otros",4115,30
"Otros",4142,30
"Otros",4154,30
"Otros",4183,30
"Otros",4189,30
"Otros",3555,48
"Otros",4115,48
"Otros",4142,48
"Otros",4154,48
"Otros",4183,48
"Otros",4189,48
"Otros",3555,44
"Otros",4115,44
"Otros",4142,44
"Otros",4154,44
"Otros",4183,44
"Otros",4189,44
"Otros",3555,41
"Otros",4115,41
"Otros",4142,41
"Otros",4154,41
"Otros",4183,41
"Otros",4189,41
"Otros",3555,36
"Otros",4115,36
"Otros",4142,36
"Otros",4154,36
"Otros",4183,36
"Otros",4189,36
"Miembro ordinario",3555,44
"Miembro ordinario",4115,44
"Miembro ordinario",4142,44
"Miembro ordinario",4154,44
"Miembro ordinario",4183,44
"Miembro ordinario",4189,44
"Miembro ordinario",3555,23
"Miembro ordinario",4115,23
"Miembro ordinario",4142,23
"Miembro ordinario",4154,23
"Miembro ordinario",4183,23
"Miembro ordinario",4189,23
"Otros",3555,44
"Otros",4115,44
"Otros",4142,44
"Otros",4154,44
"Otros",4183,44
"Otros",4189,44
"Otros",3555,43
"Otros",4115,43
"Otros",4142,43
"Otros",4154,43
"Otros",4183,43
"Otros",4189,43
"Otros",3555,35
"Otros",4115,35
